Pos,No,Driver,Car,Time
1,26,Philippe AlliotALL,Ligier Ford,1:45.513
1,27,Ayrton SennaSEN,McLaren Honda,1:40.198
2,28,Gerhard BergerBER,McLaren Honda,1:40.434
2,25,Nicola LariniLAR,Ligier Ford,1:46.186
3,14,Olivier GrouillardGRO,Osella Ford,1:46.828
3,1,Alain ProstPRO,Ferrari,1:41.732
4,2,Nigel MansellMAN,Ferrari,1:42.057
4,18,Yannick DalmasDAL,AGS Ford,1:47.125
5,6,Riccardo PatresePAT,Williams Renault,1:42.195
5,17,Gabriele TarquiniTAR,AGS Ford,1:48.127
6,33,Roberto MorenoMOR,Euro Brun Judd,1:48.983
6,5,Thierry BoutsenBOU,Williams Renault,1:42.380
7,20,Nelson PiquetPIQ,Benetton Ford,1:42.872
7,31,Bertrand GachotGAC,Coloni Ford,1:50.460
8,34,Claudio LangesLAN,Euro Brun Judd,1:50.897
8,4,Jean AlesiALE,Tyrrell Ford,1:43.255
9,19,Alessandro NanniniNAN,Benetton Ford,1:43.594
9,39,Bruno GiacomelliGIA,Life,2:10.786
10,16,Ivan CapelliCAP,Leyton House Judd,1:44.349
11,30,Aguri SuzukiSUZ,Lola Lamborghini,1:44.363
12,29,Eric BernardBER,Lola Lamborghini,1:44.496
13,3,Satoru NakajimaNAK,Tyrrell Ford,1:44.650
14,15,Mauricio GugelminGUG,Leyton House Judd,1:45.193
15,23,Pierluigi MartiniMAR,Minardi Ford,1:45.237
16,11,Derek WarwickWAR,Lotus Lamborghini,1:45.244
17,8,Stefano ModenaMOD,Brabham Judd,1:45.547
18,10,Alex CaffiCAF,Arrows Ford,1:45.604
19,9,Michele AlboretoALB,Arrows Ford,1:45.755
20,12,Martin DonnellyDON,Lotus Lamborghini,1:45.790
21,7,David BrabhamBRA,Brabham Judd,1:46.110
23,21,Emanuele PirroPIR,Dallara Ford,1:46.506
25,36,Jyrki JarvilehtoJAR,Onyx Ford,1:46.857
26,35,Gregor FoitekFOI,Onyx Ford,1:47.209
28,24,Paolo BarillaBAR,Minardi Ford,1:47.747
30,22,Andrea de CesarisDEC,Dallara Ford,1:48.032
