Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,44,Lewis HamiltonHAM,Mercedes,1:16.424,1:16.553,1:15.419,19
2,77,Valtteri BottasBOT,Mercedes,1:16.569,1:16.702,1:15.734,18
3,33,Max VerstappenVER,Red Bull Racing Honda,1:16.214,1:15.650,1:15.840,17
4,11,Sergio PerezPER,Red Bull Racing Honda,1:17.233,1:16.443,1:16.421,16
5,10,Pierre GaslyGAS,AlphaTauri Honda,1:16.874,1:16.394,1:16.483,15
6,4,Lando NorrisNOR,McLaren Mercedes,1:17.081,1:16.385,1:16.489,17
7,16,Charles LeclercLEC,Ferrari,1:17.084,1:16.574,1:16.496,17
8,31,Esteban OconOCO,Alpine Renault,1:17.367,1:16.766,1:16.653,15
9,14,Fernando AlonsoALO,Alpine Renault,1:17.123,1:16.541,1:16.715,15
10,5,Sebastian VettelVET,Aston Martin Mercedes,1:17.105,1:16.794,1:16.750,15
11,3,Daniel RicciardoRIC,McLaren Mercedes,1:17.664,1:16.871,,13
12,18,Lance StrollSTR,Aston Martin Mercedes,1:17.038,1:16.893,,12
13,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:17.553,1:17.564,,15
14,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:17.776,1:17.583,,12
15,55,Carlos SainzSAI,Ferrari,1:16.649,DNF,,5
16,22,Yuki TsunodaTSU,AlphaTauri Honda,1:17.919,,,8
17,63,George RussellRUS,Williams Mercedes,1:17.944,,,8
18,6,Nicholas LatifiLAT,Williams Mercedes,1:18.036,,,8
19,9,Nikita MazepinMAZ,Haas Ferrari,1:18.922,,,9
