Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,44,Lewis HamiltonHAM,Mercedes,1:26.786,1:26.023,1:26.134,23
2,33,Max VerstappenVER,Red Bull Racing Honda,1:26.751,1:26.315,1:26.209,16
3,77,Valtteri BottasBOT,Mercedes,1:27.487,1:26.764,1:26.328,22
4,16,Charles LeclercLEC,Ferrari,1:27.051,1:26.919,1:26.828,20
5,11,Sergio PerezPER,Red Bull Racing Honda,1:27.121,1:27.073,1:26.844,17
6,4,Lando NorrisNOR,McLaren Mercedes,1:27.444,1:27.220,1:26.897,20
7,3,Daniel RicciardoRIC,McLaren Mercedes,1:27.323,1:27.125,1:26.899,22
8,63,George RussellRUS,Williams Mercedes,1:27.671,1:27.080,1:26.971,17
9,55,Carlos SainzSAI,Ferrari,1:27.337,1:26.848,1:27.007,21
10,5,Sebastian VettelVET,Aston Martin Mercedes,1:27.493,1:27.103,1:27.179,15
11,14,Fernando AlonsoALO,Alpine Renault,1:27.580,1:27.245,,12
12,10,Pierre GaslyGAS,AlphaTauri Honda,1:27.600,1:27.273,,14
13,31,Esteban OconOCO,Alpine Renault,1:27.415,1:27.340,,12
14,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:27.595,1:27.617,,15
15,18,Lance StrollSTR,Aston Martin Mercedes,1:28.017,1:27.665,,12
16,22,Yuki TsunodaTSU,AlphaTauri Honda,1:28.043,,,10
17,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:28.062,,,9
18,6,Nicholas LatifiLAT,Williams Mercedes,1:28.254,,,8
19,47,Mick SchumacherMSC,Haas Ferrari,1:28.738,,,10
20,9,Nikita MazepinMAZ,Haas Ferrari,1:29.051,,,9
