Pos,No,Driver,Car,Laps,Time/retired,Pts
1,5,Michael SchumacherMSC,Ferrari,56,1:37:32.747,10
2,1,Fernando AlonsoALO,Renault,56,+3.121s,8
3,2,Giancarlo FisichellaFIS,Renault,56,+44.197s,6
4,12,Jenson ButtonBUT,Honda,56,+72.056s,5
5,4,Pedro de la RosaDLR,McLaren Mercedes,56,+77.137s,4
6,11,Rubens BarrichelloBAR,Honda,56,+79.131s,3
7,16,Nick HeidfeldHEI,Sauber BMW,56,+91.979s,2
8,9,Mark WebberWEB,Williams Cosworth,56,+103.588s,1
9,14,David CoulthardCOU,RBR Ferrari,56,+103.796s,0
10,20,Vitantonio LiuzziLIU,STR Cosworth,55,+1 lap,0
11,10,Nico RosbergROS,Williams Cosworth,55,+1 lap,0
12,15,Robert DoornbosDOO,RBR Ferrari,55,+1 lap,0
13,17,Robert KubicaKUB,Sauber BMW,55,+1 lap,0
14,21,Scott SpeedSPE,STR Cosworth,55,+1 lap,0
15,19,Christijan AlbersALB,MF1 Toyota,53,+3 laps,0
16,23,Sakon YamamotoYAM,Super Aguri Honda,52,+4 laps,0
NC,7,Ralf SchumacherRSC,Toyota,49,DNF,0
NC,6,Felipe MassaMAS,Ferrari,44,DNF,0
NC,8,Jarno TrulliTRU,Toyota,38,DNF,0
NC,18,Tiago MonteiroMON,MF1 Toyota,37,DNF,0
NC,3,Kimi RäikkönenRAI,McLaren Mercedes,18,DNF,0
