Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Fernando AlonsoALO,Renault,57,1:29:46.205,10
2,5,Michael SchumacherMSC,Ferrari,57,+1.246s,8
3,3,Kimi RäikkönenRAI,McLaren Mercedes,57,+19.360s,6
4,12,Jenson ButtonBUT,Honda,57,+19.992s,5
5,4,Juan Pablo MontoyaMOY,McLaren Mercedes,57,+37.048s,4
6,9,Mark WebberWEB,Williams Cosworth,57,+41.932s,3
7,10,Nico RosbergROS,Williams Cosworth,57,+63.043s,2
8,15,Christian KlienKLI,RBR Ferrari,57,+66.771s,1
9,6,Felipe MassaMAS,Ferrari,57,+69.907s,0
10,14,David CoulthardCOU,RBR Ferrari,57,+75.541s,0
11,20,Vitantonio LiuzziLIU,STR Cosworth,57,+85.997s,0
12,16,Nick HeidfeldHEI,Sauber BMW,56,+1 lap,0
13,21,Scott SpeedSPE,STR Cosworth,56,+1 lap,0
14,7,Ralf SchumacherRSC,Toyota,56,+1 lap,0
15,11,Rubens BarrichelloBAR,Honda,56,+1 lap,0
16,8,Jarno TrulliTRU,Toyota,56,+1 lap,0
17,18,Tiago MonteiroMON,MF1 Toyota,55,+2 laps,0
18,22,Takuma SatoSAT,Super Aguri Honda,53,+4 laps,0
NC,23,Yuji IdeIDE,Super Aguri Honda,35,DNF,0
NC,17,Jacques VilleneuveVIL,Sauber BMW,29,DNF,0
NC,2,Giancarlo FisichellaFIS,Renault,21,DNF,0
NC,19,Christijan AlbersALB,MF1 Toyota,0,DNF,0
