Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Fernando AlonsoALO,Renault,66,1:26:21.759,10
2,5,Michael SchumacherMSC,Ferrari,66,+18.502s,8
3,2,Giancarlo FisichellaFIS,Renault,66,+23.951s,6
4,6,Felipe MassaMAS,Ferrari,66,+29.859s,5
5,3,Kimi RäikkönenRAI,McLaren Mercedes,66,+56.875s,4
6,12,Jenson ButtonBUT,Honda,66,+58.347s,3
7,11,Rubens BarrichelloBAR,Honda,65,+1 lap,2
8,16,Nick HeidfeldHEI,Sauber BMW,65,+1 lap,1
9,9,Mark WebberWEB,Williams Cosworth,65,+1 lap,0
10,8,Jarno TrulliTRU,Toyota,65,+1 lap,0
11,10,Nico RosbergROS,Williams Cosworth,65,+1 lap,0
12,17,Jacques VilleneuveVIL,Sauber BMW,65,+1 lap,0
13,15,Christian KlienKLI,RBR Ferrari,65,+1 lap,0
14,14,David CoulthardCOU,RBR Ferrari,65,+1 lap,0
15,20,Vitantonio LiuzziLIU,STR Cosworth,63,DNF,0
16,18,Tiago MonteiroMON,MF1 Toyota,63,+3 laps,0
17,22,Takuma SatoSAT,Super Aguri Honda,62,+4 laps,0
NC,19,Christijan AlbersALB,MF1 Toyota,48,DNF,0
NC,21,Scott SpeedSPE,STR Cosworth,47,DNF,0
NC,7,Ralf SchumacherRSC,Toyota,31,DNF,0
NC,4,Juan Pablo MontoyaMOY,McLaren Mercedes,17,DNF,0
NC,23,Franck MontagnyMON,Super Aguri Honda,10,DNF,0
