Pos,No,Driver,Car,Laps,Time/retired,Pts
1,5,Michael SchumacherMSC,Ferrari,67,1:27:51.693,10
2,6,Felipe MassaMAS,Ferrari,67,+0.720s,8
3,3,Kimi RäikkönenRAI,McLaren Mercedes,67,+13.206s,6
4,12,Jenson ButtonBUT,Honda,67,+18.898s,5
5,1,Fernando AlonsoALO,Renault,67,+23.707s,4
6,2,Giancarlo FisichellaFIS,Renault,67,+24.814s,3
7,8,Jarno TrulliTRU,Toyota,67,+26.544s,2
8,15,Christian KlienKLI,RBR Ferrari,67,+48.131s,1
9,7,Ralf SchumacherRSC,Toyota,67,+60.351s,0
10,20,Vitantonio LiuzziLIU,STR Cosworth,66,+1 lap,0
11,14,David CoulthardCOU,RBR Ferrari,66,+1 lap,0
12,21,Scott SpeedSPE,STR Cosworth,66,+1 lap,0
NC,9,Mark WebberWEB,Williams Cosworth,59,+1 lap,0
NC,22,Takuma SatoSAT,Super Aguri Honda,38,+2 laps,0
NC,17,Jacques VilleneuveVIL,Sauber BMW,30,DNF,0
NC,11,Rubens BarrichelloBAR,Honda,18,DNF,0
NC,16,Nick HeidfeldHEI,Sauber BMW,9,DNF,0
NC,4,Pedro de la RosaDLR,McLaren Mercedes,2,DNF,0
NC,23,Sakon YamamotoYAM,Super Aguri Honda,1,DNF,0
NC,10,Nico RosbergROS,Williams Cosworth,0,DNF,0
