Pos,No,Driver,Car,Laps,Time/retired,Pts
1,12,Jenson ButtonBUT,Honda,70,1:52:20.941,10
2,4,Pedro de la RosaDLR,McLaren Mercedes,70,+30.837s,8
3,16,Nick HeidfeldHEI,Sauber BMW,70,+43.822s,6
4,11,Rubens BarrichelloBAR,Honda,70,+45.205s,5
5,14,David CoulthardCOU,RBR Ferrari,69,+1 lap,4
6,7,Ralf SchumacherRSC,Toyota,69,+1 lap,3
7,6,Felipe MassaMAS,Ferrari,69,+1 lap,2
8,5,Michael SchumacherMSC,Ferrari,67,DNF,1
9,18,Tiago MonteiroMON,MF1 Toyota,67,+3 laps,0
10,19,Christijan AlbersALB,MF1 Toyota,67,+3 laps,0
11,21,Scott SpeedSPE,STR Cosworth,66,+4 laps,0
12,8,Jarno TrulliTRU,Toyota,65,DNF,0
13,22,Takuma SatoSAT,Super Aguri Honda,65,+5 laps,0
NC,1,Fernando AlonsoALO,Renault,51,DNF,0
NC,3,Kimi RäikkönenRAI,McLaren Mercedes,25,DNF,0
NC,20,Vitantonio LiuzziLIU,STR Cosworth,25,DNF,0
NC,10,Nico RosbergROS,Williams Cosworth,19,DNF,0
NC,2,Giancarlo FisichellaFIS,Renault,18,DNF,0
NC,15,Christian KlienKLI,RBR Ferrari,6,DNF,0
NC,9,Mark WebberWEB,Williams Cosworth,1,DNF,0
NC,23,Sakon YamamotoYAM,Super Aguri Honda,0,DNF,0
