Pos,No,Driver,Car,Laps,Time/retired,Pts
1,5,Michael SchumacherMSC,Ferrari,53,1:14:51.975,10
2,3,Kimi RäikkönenRAI,McLaren Mercedes,53,+8.046s,8
3,17,Robert KubicaKUB,Sauber BMW,53,+26.414s,6
4,2,Giancarlo FisichellaFIS,Renault,53,+32.045s,5
5,12,Jenson ButtonBUT,Honda,53,+32.685s,4
6,11,Rubens BarrichelloBAR,Honda,53,+42.409s,3
7,8,Jarno TrulliTRU,Toyota,53,+44.662s,2
8,16,Nick HeidfeldHEI,Sauber BMW,53,+45.309s,1
9,6,Felipe MassaMAS,Ferrari,53,+45.955s,0
10,9,Mark WebberWEB,Williams Cosworth,53,+72.602s,0
11,15,Christian KlienKLI,RBR Ferrari,52,+1 lap,0
12,14,David CoulthardCOU,RBR Ferrari,52,+1 lap,0
13,21,Scott SpeedSPE,STR Cosworth,52,+1 lap,0
14,20,Vitantonio LiuzziLIU,STR Cosworth,52,+1 lap,0
15,7,Ralf SchumacherRSC,Toyota,52,+1 lap,0
16,22,Takuma SatoSAT,Super Aguri Honda,51,+2 laps,0
17,19,Christijan AlbersALB,MF1 Toyota,51,+2 laps,0
NC,18,Tiago MonteiroMON,MF1 Toyota,44,DNF,0
NC,1,Fernando AlonsoALO,Renault,43,DNF,0
NC,4,Pedro de la RosaDLR,McLaren Mercedes,20,DNF,0
NC,23,Sakon YamamotoYAM,Super Aguri Honda,18,DNF,0
NC,10,Nico RosbergROS,Williams Cosworth,9,DNF,0
