Pos,No,Driver,Car,Laps,Time/retired,Pts
1,5,Michael SchumacherMSC,Ferrari,70,1:32:07.803,10
2,1,Fernando AlonsoALO,Renault,70,+10.131s,8
3,6,Felipe MassaMAS,Ferrari,70,+22.546s,6
4,7,Ralf SchumacherRSC,Toyota,70,+27.212s,5
5,3,Kimi RäikkönenRAI,McLaren Mercedes,70,+33.006s,4
6,2,Giancarlo FisichellaFIS,Renault,70,+45.265s,3
7,4,Pedro de la RosaDLR,McLaren Mercedes,70,+49.407s,2
8,16,Nick HeidfeldHEI,Sauber BMW,69,+1 lap,1
9,14,David CoulthardCOU,RBR Ferrari,69,+1 lap,0
10,21,Scott SpeedSPE,STR Cosworth,69,+1 lap,0
11,17,Jacques VilleneuveVIL,Sauber BMW,69,+1 lap,0
12,15,Christian KlienKLI,RBR Ferrari,69,+1 lap,0
13,20,Vitantonio LiuzziLIU,STR Cosworth,69,+1 lap,0
14,10,Nico RosbergROS,Williams Cosworth,68,+2 laps,0
15,19,Christijan AlbersALB,MF1 Toyota,68,+2 laps,0
16,23,Franck MontagnyMON,Super Aguri Honda,67,+3 laps,0
NC,12,Jenson ButtonBUT,Honda,61,DNF,0
NC,9,Mark WebberWEB,Williams Cosworth,53,DNF,0
NC,8,Jarno TrulliTRU,Toyota,39,DNF,0
NC,11,Rubens BarrichelloBAR,Honda,18,DNF,0
NC,18,Tiago MonteiroMON,MF1 Toyota,11,DNF,0
NC,22,Takuma SatoSAT,Super Aguri Honda,0,DNF,0
