Pos,No,Driver,Car,Laps,Time/retired,Pts
1,5,Michael SchumacherMSC,Ferrari,60,1:35:58.765,10
2,1,Fernando AlonsoALO,Renault,60,+3.751s,8
3,6,Felipe MassaMAS,Ferrari,60,+4.447s,6
4,3,Kimi RäikkönenRAI,McLaren Mercedes,60,+4.879s,5
5,11,Rubens BarrichelloBAR,Honda,60,+72.586s,4
6,2,Giancarlo FisichellaFIS,Renault,60,+74.116s,3
7,10,Nico RosbergROS,Williams Cosworth,60,+74.565s,2
8,17,Jacques VilleneuveVIL,Sauber BMW,60,+89.364s,1
9,8,Jarno TrulliTRU,Toyota,59,+1 lap,0
10,16,Nick HeidfeldHEI,Sauber BMW,59,+1 lap,0
11,21,Scott SpeedSPE,STR Cosworth,59,+1 lap,0
12,18,Tiago MonteiroMON,MF1 Toyota,59,+1 lap,0
13,19,Christijan AlbersALB,MF1 Toyota,59,+1 lap,0
NC,7,Ralf SchumacherRSC,Toyota,52,DNF,0
NC,4,Juan Pablo MontoyaMOY,McLaren Mercedes,52,DNF,0
NC,22,Takuma SatoSAT,Super Aguri Honda,45,DNF,0
NC,23,Franck MontagnyMON,Super Aguri Honda,29,DNF,0
NC,12,Jenson ButtonBUT,Honda,28,DNF,0
NC,15,Christian KlienKLI,RBR Ferrari,28,DNF,0
NC,9,Mark WebberWEB,Williams Cosworth,12,DNF,0
NC,14,David CoulthardCOU,RBR Ferrari,2,DNF,0
NC,20,Vitantonio LiuzziLIU,STR Cosworth,0,DNF,0
