Pos,No,Driver,Car,Laps,Time/retired,Pts
1,6,Felipe MassaMAS,Ferrari,71,1:31:53.751,10
2,1,Fernando AlonsoALO,Renault,71,+18.658s,8
3,12,Jenson ButtonBUT,Honda,71,+19.394s,6
4,5,Michael SchumacherMSC,Ferrari,71,+24.094s,5
5,3,Kimi RäikkönenRAI,McLaren Mercedes,71,+28.503s,4
6,2,Giancarlo FisichellaFIS,Renault,71,+30.287s,3
7,11,Rubens BarrichelloBAR,Honda,71,+40.294s,2
8,4,Pedro de la RosaDLR,McLaren Mercedes,71,+52.068s,1
9,17,Robert KubicaKUB,Sauber BMW,71,+67.642s,0
10,22,Takuma SatoSAT,Super Aguri Honda,70,+1 lap,0
11,21,Scott SpeedSPE,STR Cosworth,70,+1 lap,0
12,15,Robert DoornbosDOO,RBR Ferrari,70,+1 lap,0
13,20,Vitantonio LiuzziLIU,STR Cosworth,70,+1 lap,0
14,19,Christijan AlbersALB,MF1 Toyota,70,+1 lap,0
15,18,Tiago MonteiroMON,MF1 Toyota,69,+2 laps,0
16,23,Sakon YamamotoYAM,Super Aguri Honda,69,+2 laps,0
17,16,Nick HeidfeldHEI,Sauber BMW,63,DNF,0
NC,14,David CoulthardCOU,RBR Ferrari,14,DNF,0
NC,8,Jarno TrulliTRU,Toyota,10,DNF,0
NC,7,Ralf SchumacherRSC,Toyota,9,DNF,0
NC,9,Mark WebberWEB,Williams Cosworth,1,DNF,0
NC,10,Nico RosbergROS,Williams Cosworth,0,DNF,0
