Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,1,Sebastian VettelVET,Red Bull Racing Renault,1:24.319,1:23.977,1:23.755,15
2,2,Mark WebberWEB,Red Bull Racing Renault,1:24.923,1:24.263,1:23.968,18
3,11,Nico HulkenbergHUL,Sauber Ferrari,1:24.776,1:24.305,1:24.065,21
4,4,Felipe MassaMAS,Ferrari,1:24.950,1:24.479,1:24.132,21
5,3,Fernando AlonsoALO,Ferrari,1:24.661,1:24.227,1:24.142,15
6,9,Nico RosbergROS,Mercedes,1:24.527,1:24.393,1:24.192,26
7,19,Daniel RicciardoRIC,STR Ferrari,1:24.655,1:24.290,1:24.209,24
8,6,Sergio PerezPER,McLaren Mercedes,1:24.635,1:24.592,1:24.502,17
9,5,Jenson ButtonBUT,McLaren Mercedes,1:24.739,1:24.563,1:24.515,21
10,18,Jean-Eric VergneVER,STR Ferrari,1:24.630,1:24.575,1:28.050,20
11,7,Kimi RäikkönenRAI,Lotus Renault,1:24.819,1:24.610,,16
12,10,Lewis HamiltonHAM,Mercedes,1:24.589,1:24.803,,14
13,8,Romain GrosjeanGRO,Lotus Renault,1:24.737,1:24.848,,14
14,15,Adrian SutilSUT,Force India Mercedes,1:25.030,1:24.932,,19
15,16,Pastor MaldonadoMAL,Williams Renault,1:24.905,1:25.011,,19
16,14,Paul di RestaDIR,Force India Mercedes,1:25.009,1:25.077,,18
17,12,Esteban Gutierrez GUT,Sauber Ferrari,1:25.226,,,13
18,17,Valtteri BottasBOT,Williams Renault,1:25.291,,,11
19,21,Giedo van der GardeVDG,Caterham Renault,1:26.406,,,9
20,20,Charles PicPIC,Caterham Renault,1:26.563,,,10
21,22,Jules BianchiBIA,Marussia Cosworth,1:27.085,,,11
22,23,Max ChiltonCHI,Marussia Cosworth,1:27.480,,,10
