Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,2,Mark WebberWEB,Red Bull Racing Renault,1:32.271,1:31.513,1:30.915,13
2,1,Sebastian VettelVET,Red Bull Racing Renault,1:32.397,1:31.290,1:31.089,13
3,10,Lewis HamiltonHAM,Mercedes,1:32.340,1:31.636,1:31.253,17
4,8,Romain GrosjeanGRO,Lotus Renault,1:31.824,1:31.565,1:31.365,21
5,4,Felipe MassaMAS,Ferrari,1:31.994,1:31.668,1:31.378,17
6,9,Nico RosbergROS,Mercedes,1:32.244,1:31.764,1:31.397,17
7,11,Nico HulkenbergHUL,Sauber Ferrari,1:32.465,1:31.848,1:31.644,19
8,3,Fernando AlonsoALO,Ferrari,1:32.371,1:31.828,1:31.665,16
9,7,Kimi RäikkönenRAI,Lotus Renault,1:32.377,1:31.662,1:31.684,19
10,5,Jenson ButtonBUT,McLaren Mercedes,1:32.606,1:31.838,1:31.827,15
11,6,Sergio PerezPER,McLaren Mercedes,1:32.718,1:31.989,,16
12,14,Paul di RestaDIR,Force India Mercedes,1:32.286,1:31.992,,15
13,17,Valtteri BottasBOT,Williams Renault,1:32.613,1:32.013,,14
14,12,Esteban Gutierrez GUT,Sauber Ferrari,1:32.673,1:32.063,,15
15,16,Pastor MaldonadoMAL,Williams Renault,1:32.875,1:32.093,,15
16,19,Daniel RicciardoRIC,STR Ferrari,1:32.804,1:32.485,,11
17,15,Adrian SutilSUT,Force India Mercedes,1:32.890,,,10
18,18,Jean-Eric VergneVER,STR Ferrari,1:33.357,,,6
19,23,Max ChiltonCHI,Marussia Cosworth,1:34.320,,,8
20,20,Charles PicPIC,Caterham Renault,1:34.556,,,8
21,21,Giedo van der GardeVDG,Caterham Renault,1:34.879,,,9
22,22,Jules BianchiBIA,Marussia Cosworth,1:34.958,,,5
