Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,1,Sebastian VettelVET,Red Bull Racing Renault,1:22.318,1:28.166,1:25.425,25
2,10,Lewis HamiltonHAM,Mercedes,1:23.801,1:27.649,1:25.512,31
3,17,Valtteri BottasBOT,Williams Renault,1:23.446,1:28.419,1:25.897,30
4,9,Nico RosbergROS,Mercedes,1:23.840,1:28.420,1:26.008,32
5,2,Mark WebberWEB,Red Bull Racing Renault,1:23.247,1:28.145,1:26.208,30
6,3,Fernando AlonsoALO,Ferrari,1:23.224,1:28.788,1:26.504,30
7,18,Jean-Eric VergneVER,STR Ferrari,1:24.159,1:28.527,1:26.543,32
8,15,Adrian SutilSUT,Force India Mercedes,1:24.551,1:28.799,1:27.348,29
9,7,Kimi RäikkönenRAI,Lotus Renault,1:24.451,1:28.667,1:27.432,32
10,19,Daniel RicciardoRIC,STR Ferrari,1:24.770,1:29.359,1:27.946,31
11,11,Nico HulkenbergHUL,Sauber Ferrari,1:23.899,1:29.435,,22
12,6,Sergio PerezPER,McLaren Mercedes,1:24.176,1:29.761,,23
13,16,Pastor MaldonadoMAL,Williams Renault,1:24.776,1:29.917,,24
14,5,Jenson ButtonBUT,McLaren Mercedes,1:24.021,1:30.068,,22
15,12,Esteban Gutierrez GUT,Sauber Ferrari,1:24.408,1:30.315,,24
16,4,Felipe MassaMAS,Ferrari,1:23.735,1:30.354,,20
17,14,Paul di RestaDIR,Force India Mercedes,1:24.908,,,12
18,20,Charles PicPIC,Caterham Renault,1:25.626,,,10
19,8,Romain GrosjeanGRO,Lotus Renault,1:25.716,,,13
20,22,Jules BianchiBIA,Marussia Cosworth,1:26.508,,,12
21,23,Max ChiltonCHI,Marussia Cosworth,1:27.062,,,12
22,21,Giedo van der GardeVDG,Caterham Renault,1:27.110,,,10
