Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,9,Nico RosbergROS,Mercedes,1:24.620,1:16.135,1:13.876,31
2,10,Lewis HamiltonHAM,Mercedes,1:23.779,1:16.265,1:13.967,31
3,1,Sebastian VettelVET,Red Bull Racing Renault,1:24.243,1:15.988,1:13.980,29
4,2,Mark WebberWEB,Red Bull Racing Renault,1:25.352,1:17.322,1:14.181,30
5,7,Kimi RäikkönenRAI,Lotus Renault,1:25.835,1:16.040,1:14.822,31
6,3,Fernando AlonsoALO,Ferrari,1:23.712,1:16.510,1:14.824,32
7,6,Sergio PerezPER,McLaren Mercedes,1:24.682,1:17.748,1:15.138,31
8,15,Adrian SutilSUT,Force India Mercedes,1:25.108,1:17.261,1:15.383,29
9,5,Jenson ButtonBUT,McLaren Mercedes,1:23.744,1:17.420,1:15.647,29
10,18,Jean-Eric VergneVER,STR Ferrari,1:23.699,1:17.623,1:15.703,29
11,11,Nico HulkenbergHUL,Sauber Ferrari,1:25.547,1:18.331,,22
12,19,Daniel RicciardoRIC,STR Ferrari,1:24.852,1:18.344,,23
13,8,Romain GrosjeanGRO,Lotus Renault,1:23.738,1:18.603,,13
14,17,Valtteri BottasBOT,Williams Renault,1:24.681,1:19.077,,22
15,21,Giedo van der GardeVDG,Caterham Renault,1:26.095,1:19.408,,21
16,16,Pastor MaldonadoMAL,Williams Renault,1:23.452,1:21.688,,22
17,14,Paul di RestaDIR,Force India Mercedes,1:26.322,,,14
18,20,Charles PicPIC,Caterham Renault,1:26.633,,,13
19,12,Esteban Gutierrez GUT,Sauber Ferrari,1:26.917,,,12
20,23,Max ChiltonCHI,Marussia Cosworth,1:27.303,,,13
NC,22,Jules BianchiBIA,Marussia Cosworth,,,,1
