Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,10,Lewis HamiltonHAM,Mercedes,1:35.793,1:35.078,1:34.484,9
2,7,Kimi RäikkönenRAI,Lotus Renault,1:37.046,1:35.659,1:34.761,11
3,3,Fernando AlonsoALO,Ferrari,1:36.253,1:35.148,1:34.788,12
4,9,Nico RosbergROS,Mercedes,1:35.959,1:35.537,1:34.861,9
5,4,Felipe MassaMAS,Ferrari,1:35.972,1:35.403,1:34.933,12
6,8,Romain GrosjeanGRO,Lotus Renault,1:36.929,1:36.065,1:35.364,9
7,19,Daniel RicciardoRIC,STR Ferrari,1:36.993,1:36.258,1:35.998,15
8,5,Jenson ButtonBUT,McLaren Mercedes,1:36.667,1:35.784,2:05.673,12
9,1,Sebastian VettelVET,Red Bull Racing Renault,1:36.537,1:35.343,DNF,13
10,11,Nico HulkenbergHUL,Sauber Ferrari,1:36.985,1:36.261,DNF,11
11,14,Paul di RestaDIR,Force India Mercedes,1:37.478,1:36.287,,9
12,6,Sergio PerezPER,McLaren Mercedes,1:36.952,1:36.314,,10
13,15,Adrian SutilSUT,Force India Mercedes,1:37.349,1:36.405,,11
14,2,Mark WebberWEB,Red Bull Racing Renault,1:36.148,1:36.679,,6
15,16,Pastor MaldonadoMAL,Williams Renault,1:37.281,1:37.139,,10
16,18,Jean-Eric VergneVER,STR Ferrari,1:37.508,1:37.199,,12
17,17,Valtteri BottasBOT,Williams Renault,1:37.769,,,3
18,12,Esteban Gutierrez GUT,Sauber Ferrari,1:37.990,,,5
19,22,Jules BianchiBIA,Marussia Cosworth,1:38.780,,,6
20,23,Max ChiltonCHI,Marussia Cosworth,1:39.537,,,3
21,20,Charles PicPIC,Caterham Renault,1:39.614,,,6
22,21,Giedo van der GardeVDG,Caterham Renault,1:39.660,,,6
