Pos,No,Driver,Car,Time,Gap,Laps
1,22,Lewis HamiltonHAM,McLaren Mercedes,1:15.752,,42
2,4,Robert KubicaKUB,Sauber BMW,1:16.023,+0.271s,41
3,1,Kimi RäikkönenRAI,Ferrari,1:16.093,+0.341s,39
4,23,Heikki KovalainenKOV,McLaren Mercedes,1:16.331,+0.579s,36
5,2,Felipe MassaMAS,Ferrari,1:16.413,+0.661s,27
6,3,Nick HeidfeldHEI,Sauber BMW,1:16.589,+0.837s,43
7,10,Mark WebberWEB,Red Bull Renault,1:16.604,+0.852s,39
8,7,Nico RosbergROS,Williams Toyota,1:16.767,+1.015s,37
9,15,Sebastian VettelVET,STR Ferrari,1:17.019,+1.267s,43
10,11,Jarno TrulliTRU,Toyota,1:17.068,+1.316s,46
11,8,Kazuki NakajimaNAK,Williams Toyota,1:17.242,+1.490s,37
12,9,David CoulthardCOU,Red Bull Renault,1:17.334,+1.582s,31
13,17,Rubens BarrichelloBAR,Honda,1:17.462,+1.710s,39
14,21,Giancarlo FisichellaFIS,Force India Ferrari,1:17.508,+1.756s,39
15,12,Timo GlockGLO,Toyota,1:17.549,+1.797s,31
16,14,Sebastien BourdaisBOU,STR Ferrari,1:17.559,+1.807s,38
17,5,Fernando AlonsoALO,Renault,1:17.644,+1.892s,30
18,20,Adrian SutilSUT,Force India Ferrari,1:17.813,+2.061s,37
19,16,Jenson ButtonBUT,Honda,1:17.842,+2.090s,39
20,6,Nelson PiquetPIQ,Renault,1:18.076,+2.324s,17
