Pos,No,Driver,Car,Time,Gap,Laps
1,22,Lewis HamiltonHAM,McLaren Mercedes,1:15.025,,37
2,2,Felipe MassaMAS,Ferrari,1:15.722,+0.697s,31
3,1,Kimi RäikkönenRAI,Ferrari,1:15.760,+0.735s,34
4,23,Heikki KovalainenKOV,McLaren Mercedes,1:15.990,+0.965s,37
5,10,Mark WebberWEB,Red Bull Renault,1:16.017,+0.992s,25
6,5,Fernando AlonsoALO,Renault,1:16.230,+1.205s,38
7,7,Nico RosbergROS,Williams Toyota,1:16.355,+1.330s,41
8,4,Robert KubicaKUB,Sauber BMW,1:16.363,+1.338s,36
9,3,Nick HeidfeldHEI,Sauber BMW,1:16.377,+1.352s,40
10,9,David CoulthardCOU,Red Bull Renault,1:16.378,+1.353s,35
11,15,Sebastian VettelVET,STR Ferrari,1:16.422,+1.397s,41
12,11,Jarno TrulliTRU,Toyota,1:16.530,+1.505s,45
13,16,Jenson ButtonBUT,Honda,1:16.542,+1.517s,38
14,17,Rubens BarrichelloBAR,Honda,1:16.677,+1.652s,28
15,6,Nelson PiquetPIQ,Renault,1:16.734,+1.709s,42
16,12,Timo GlockGLO,Toyota,1:16.781,+1.756s,44
17,8,Kazuki NakajimaNAK,Williams Toyota,1:16.829,+1.804s,21
18,14,Sebastien BourdaisBOU,STR Ferrari,1:16.860,+1.835s,14
19,20,Adrian SutilSUT,Force India Ferrari,1:17.008,+1.983s,39
20,21,Giancarlo FisichellaFIS,Force India Ferrari,1:17.047,+2.022s,37
