Pos,No,Driver,Car,Time,Gap,Laps
1,5,Fernando AlonsoALO,Renault,1:15.778,,37
2,2,Felipe MassaMAS,Ferrari,1:15.854,+0.076s,24
3,1,Kimi RäikkönenRAI,Ferrari,1:15.999,+0.221s,42
4,22,Lewis HamiltonHAM,McLaren Mercedes,1:16.232,+0.454s,29
5,15,Sebastian VettelVET,STR Ferrari,1:16.298,+0.520s,42
6,4,Robert KubicaKUB,Sauber BMW,1:16.317,+0.539s,35
7,23,Heikki KovalainenKOV,McLaren Mercedes,1:16.340,+0.562s,36
8,3,Nick HeidfeldHEI,Sauber BMW,1:16.458,+0.680s,43
9,6,Nelson PiquetPIQ,Renault,1:16.543,+0.765s,39
10,9,David CoulthardCOU,Red Bull Renault,1:16.572,+0.794s,36
11,7,Nico RosbergROS,Williams Toyota,1:16.682,+0.904s,42
12,11,Jarno TrulliTRU,Toyota,1:16.743,+0.965s,43
13,14,Sebastien BourdaisBOU,STR Ferrari,1:16.758,+0.980s,42
14,8,Kazuki NakajimaNAK,Williams Toyota,1:17.002,+1.224s,32
15,12,Timo GlockGLO,Toyota,1:17.092,+1.314s,39
16,10,Mark WebberWEB,Red Bull Renault,1:17.106,+1.328s,38
17,16,Jenson ButtonBUT,Honda,1:17.244,+1.466s,37
18,21,Giancarlo FisichellaFIS,Force India Ferrari,1:17.394,+1.616s,42
19,17,Rubens BarrichelloBAR,Honda,1:17.591,+1.813s,27
20,20,Adrian SutilSUT,Force India Ferrari,1:17.868,+2.090s,33
