Pos,No,Driver,Car,Time,Gap,Laps
1,1,Kimi RäikkönenRAI,Ferrari,1:39.477,,30
2,5,Fernando AlonsoALO,Renault,1:39.497,+0.020s,39
3,16,Jenson ButtonBUT,Honda,1:39.546,+0.069s,35
4,2,Felipe MassaMAS,Ferrari,1:39.678,+0.201s,31
5,22,Lewis HamiltonHAM,McLaren Mercedes,1:39.712,+0.235s,31
6,23,Heikki KovalainenKOV,McLaren Mercedes,1:39.954,+0.477s,30
7,12,Timo GlockGLO,Toyota,1:39.967,+0.490s,32
8,4,Robert KubicaKUB,Sauber BMW,1:40.149,+0.672s,35
9,6,Nelson PiquetPIQ,Renault,1:40.439,+0.962s,32
10,21,Giancarlo FisichellaFIS,Force India Ferrari,1:40.500,+1.023s,23
11,10,Mark WebberWEB,Red Bull Renault,1:40.585,+1.108s,24
12,7,Nico RosbergROS,Williams Toyota,1:40.607,+1.130s,34
13,9,David CoulthardCOU,Red Bull Renault,1:40.696,+1.219s,23
14,8,Kazuki NakajimaNAK,Williams Toyota,1:40.742,+1.265s,34
15,11,Jarno TrulliTRU,Toyota,1:40.877,+1.400s,32
16,15,Sebastian VettelVET,STR Ferrari,1:40.982,+1.505s,36
17,20,Adrian SutilSUT,Force India Ferrari,1:40.999,+1.522s,32
18,3,Nick HeidfeldHEI,Sauber BMW,1:41.084,+1.607s,35
19,14,Sebastien BourdaisBOU,STR Ferrari,1:41.246,+1.769s,38
20,17,Rubens BarrichelloBAR,Honda,1:41.377,+1.900s,31
