Pos,No,Driver,Car,Time,Gap,Laps
1,22,Lewis HamiltonHAM,McLaren Mercedes,1:35.750,,33
2,5,Fernando AlonsoALO,Renault,1:36.024,+0.274s,36
3,6,Nelson PiquetPIQ,Renault,1:36.094,+0.344s,38
4,11,Jarno TrulliTRU,Toyota,1:36.159,+0.409s,32
5,10,Mark WebberWEB,Red Bull Renault,1:36.375,+0.625s,38
6,2,Felipe MassaMAS,Ferrari,1:36.480,+0.730s,31
7,14,Sebastien BourdaisBOU,STR Ferrari,1:36.529,+0.779s,32
8,1,Kimi RäikkönenRAI,Ferrari,1:36.542,+0.792s,34
9,3,Nick HeidfeldHEI,Sauber BMW,1:36.553,+0.803s,38
10,7,Nico RosbergROS,Williams Toyota,1:36.556,+0.806s,33
11,12,Timo GlockGLO,Toyota,1:36.615,+0.865s,33
12,4,Robert KubicaKUB,Sauber BMW,1:36.775,+1.025s,37
13,23,Heikki KovalainenKOV,McLaren Mercedes,1:36.797,+1.047s,33
14,9,David CoulthardCOU,Red Bull Renault,1:36.808,+1.058s,36
15,15,Sebastian VettelVET,STR Ferrari,1:36.925,+1.175s,38
16,8,Kazuki NakajimaNAK,Williams Toyota,1:36.975,+1.225s,31
17,21,Giancarlo FisichellaFIS,Force India Ferrari,1:37.473,+1.723s,38
18,20,Adrian SutilSUT,Force India Ferrari,1:37.617,+1.867s,33
19,16,Jenson ButtonBUT,Honda,1:37.800,+2.050s,37
20,17,Rubens BarrichelloBAR,Honda,1:37.904,+2.154s,36
