Pos,No,Driver,Car,Time,Gap,Laps
1,22,Lewis HamiltonHAM,McLaren Mercedes,1:15.140,,40
2,7,Nico RosbergROS,Williams Toyota,1:15.533,+0.393s,39
3,1,Kimi RäikkönenRAI,Ferrari,1:15.572,+0.432s,42
4,2,Felipe MassaMAS,Ferrari,1:15.869,+0.729s,37
5,23,Heikki KovalainenKOV,McLaren Mercedes,1:15.881,+0.741s,39
6,4,Robert KubicaKUB,Sauber BMW,1:16.296,+1.156s,34
7,5,Fernando AlonsoALO,Renault,1:16.310,+1.170s,27
8,16,Jenson ButtonBUT,Honda,1:16.351,+1.211s,45
9,8,Kazuki NakajimaNAK,Williams Toyota,1:16.372,+1.232s,40
10,17,Rubens BarrichelloBAR,Honda,1:16.418,+1.278s,32
11,3,Nick HeidfeldHEI,Sauber BMW,1:16.426,+1.286s,44
12,12,Timo GlockGLO,Toyota,1:16.688,+1.548s,46
13,10,Mark WebberWEB,Red Bull Renault,1:17.094,+1.954s,39
14,9,David CoulthardCOU,Red Bull Renault,1:17.131,+1.991s,39
15,6,Nelson PiquetPIQ,Renault,1:17.246,+2.106s,35
16,21,Giancarlo FisichellaFIS,Force India Ferrari,1:17.251,+2.111s,33
17,11,Jarno TrulliTRU,Toyota,1:17.379,+2.239s,28
18,14,Sebastien BourdaisBOU,STR Ferrari,1:17.581,+2.441s,38
19,20,Adrian SutilSUT,Force India Ferrari,1:18.176,+3.036s,31
20,15,Sebastian VettelVET,STR Ferrari,1:18.225,+3.085s,38
