Pos,No,Driver,Car,Time,Gap,Laps
1,1,Kimi RäikkönenRAI,Ferrari,1:23.861,,31
2,4,Robert KubicaKUB,Sauber BMW,1:23.931,+0.070s,26
3,3,Nick HeidfeldHEI,Sauber BMW,1:23.947,+0.086s,29
4,22,Lewis HamiltonHAM,McLaren Mercedes,1:23.983,+0.122s,25
5,7,Nico RosbergROS,Williams Toyota,1:24.110,+0.249s,33
6,2,Felipe MassaMAS,Ferrari,1:24.247,+0.386s,34
7,23,Heikki KovalainenKOV,McLaren Mercedes,1:24.365,+0.504s,29
8,10,Mark WebberWEB,Red Bull Renault,1:24.521,+0.660s,35
9,20,Adrian SutilSUT,Force India Ferrari,1:24.669,+0.808s,22
10,15,Sebastian VettelVET,STR Ferrari,1:24.773,+0.912s,35
11,9,David CoulthardCOU,Red Bull Renault,1:25.100,+1.239s,25
12,14,Sebastien BourdaisBOU,STR Ferrari,1:25.192,+1.331s,39
13,21,Giancarlo FisichellaFIS,Force India Ferrari,1:25.204,+1.343s,24
14,17,Rubens BarrichelloBAR,Honda,1:25.296,+1.435s,25
15,16,Jenson ButtonBUT,Honda,1:25.309,+1.448s,34
16,8,Kazuki NakajimaNAK,Williams Toyota,1:25.330,+1.469s,28
17,12,Timo GlockGLO,Toyota,1:25.397,+1.536s,28
18,5,Fernando AlonsoALO,Renault,1:25.481,+1.620s,22
19,11,Jarno TrulliTRU,Toyota,1:25.753,+1.892s,29
20,6,Nelson PiquetPIQ,Renault,1:26.195,+2.334s,23
