Pos,No,Driver,Car,Time,Gap,Laps
1,22,Lewis HamiltonHAM,McLaren Mercedes,1:20.554,,35
2,6,Nelson PiquetPIQ,Renault,1:20.748,+0.194s,38
3,23,Heikki KovalainenKOV,McLaren Mercedes,1:20.760,+0.206s,33
4,5,Fernando AlonsoALO,Renault,1:20.928,+0.374s,35
5,1,Kimi RäikkönenRAI,Ferrari,1:21.009,+0.455s,36
6,2,Felipe MassaMAS,Ferrari,1:21.010,+0.456s,36
7,3,Nick HeidfeldHEI,Sauber BMW,1:21.138,+0.584s,46
8,4,Robert KubicaKUB,Sauber BMW,1:21.363,+0.809s,36
9,11,Jarno TrulliTRU,Toyota,1:21.505,+0.951s,42
10,7,Nico RosbergROS,Williams Toyota,1:21.581,+1.027s,34
11,12,Timo GlockGLO,Toyota,1:21.662,+1.108s,39
12,10,Mark WebberWEB,Red Bull Renault,1:21.733,+1.179s,43
13,9,David CoulthardCOU,Red Bull Renault,1:21.837,+1.283s,34
14,8,Kazuki NakajimaNAK,Williams Toyota,1:21.902,+1.348s,33
15,14,Sebastien BourdaisBOU,STR Ferrari,1:21.955,+1.401s,41
16,16,Jenson ButtonBUT,Honda,1:22.150,+1.596s,41
17,21,Giancarlo FisichellaFIS,Force India Ferrari,1:22.197,+1.643s,36
18,20,Adrian SutilSUT,Force India Ferrari,1:22.358,+1.804s,37
19,17,Rubens BarrichelloBAR,Honda,1:22.448,+1.894s,33
20,15,Sebastian VettelVET,STR Ferrari,1:22.945,+2.391s,5
