Pos,No,Driver,Car,Time,Gap,Laps
1,23,Heikki KovalainenKOV,McLaren Mercedes,1:19.989,,35
2,10,Mark WebberWEB,Red Bull Renault,1:20.520,+0.531s,32
3,22,Lewis HamiltonHAM,McLaren Mercedes,1:20.543,+0.554s,31
4,9,David CoulthardCOU,Red Bull Renault,1:20.589,+0.600s,36
5,7,Nico RosbergROS,Williams Toyota,1:20.748,+0.759s,43
6,15,Sebastian VettelVET,STR Ferrari,1:20.805,+0.816s,43
7,16,Jenson ButtonBUT,Honda,1:20.929,+0.940s,39
8,2,Felipe MassaMAS,Ferrari,1:20.943,+0.954s,18
9,8,Kazuki NakajimaNAK,Williams Toyota,1:20.985,+0.996s,18
10,17,Rubens BarrichelloBAR,Honda,1:21.002,+1.013s,34
11,4,Robert KubicaKUB,Sauber BMW,1:21.023,+1.034s,33
12,1,Kimi RäikkönenRAI,Ferrari,1:21.275,+1.286s,31
13,3,Nick HeidfeldHEI,Sauber BMW,1:21.453,+1.464s,36
14,12,Timo GlockGLO,Toyota,1:21.472,+1.483s,18
15,5,Fernando AlonsoALO,Renault,1:21.511,+1.522s,27
16,21,Giancarlo FisichellaFIS,Force India Ferrari,1:21.520,+1.531s,42
17,14,Sebastien BourdaisBOU,STR Ferrari,1:21.634,+1.645s,39
18,6,Nelson PiquetPIQ,Renault,1:21.642,+1.653s,45
19,20,Adrian SutilSUT,Force India Ferrari,1:21.756,+1.767s,30
20,11,Jarno TrulliTRU,Toyota,1:22.196,+2.207s,23
