Pos,No,Driver,Car,Time,Gap,Laps
1,12,Timo GlockGLO,Toyota,1:18.383,,44
2,5,Fernando AlonsoALO,Renault,1:18.426,+0.043s,41
3,22,Lewis HamiltonHAM,McLaren Mercedes,1:18.463,+0.080s,40
4,2,Felipe MassaMAS,Ferrari,1:18.491,+0.108s,40
5,1,Kimi RäikkönenRAI,Ferrari,1:18.725,+0.342s,39
6,10,Mark WebberWEB,Red Bull Renault,1:18.734,+0.351s,39
7,8,Kazuki NakajimaNAK,Williams Toyota,1:18.734,+0.351s,36
8,15,Sebastian VettelVET,STR Ferrari,1:18.761,+0.378s,23
9,23,Heikki KovalainenKOV,McLaren Mercedes,1:18.803,+0.420s,32
10,11,Jarno TrulliTRU,Toyota,1:18.863,+0.480s,45
11,4,Robert KubicaKUB,Sauber BMW,1:18.865,+0.482s,39
12,6,Nelson PiquetPIQ,Renault,1:18.888,+0.505s,43
13,7,Nico RosbergROS,Williams Toyota,1:18.981,+0.598s,41
14,14,Sebastien BourdaisBOU,STR Ferrari,1:19.040,+0.657s,41
15,17,Rubens BarrichelloBAR,Honda,1:19.258,+0.875s,42
16,20,Adrian SutilSUT,Force India Ferrari,1:19.287,+0.904s,41
17,9,David CoulthardCOU,Red Bull Renault,1:19.327,+0.944s,36
18,21,Giancarlo FisichellaFIS,Force India Ferrari,1:19.482,+1.099s,44
19,3,Nick HeidfeldHEI,Sauber BMW,1:19.894,+1.511s,41
20,16,Jenson ButtonBUT,Honda,1:19.999,+1.616s,42
