Pos,No,Driver,Car,Time
1,30,Stirling MossMOS,Cooper Climax,1:39.600
2,46,Jean BehraBEH,Ferrari,1:40.000
3,24,Jack BrabhamBRA,Cooper Climax,1:40.100
4,50,Tony BrooksBRO,Ferrari,1:41.000
5,48,Phil HillHIL,Ferrari,1:41.300
6,32,Maurice  TrintignantTRI,Cooper Climax,1:41.700
7,18,Jo BonnierBON,BRM,1:42.300
8,38,Roy SalvadoriSAL,Cooper Climax,1:42.400
9,16,Harry SchellSCH,BRM,1:43.000
10,20,Ron FlockhartFLO,BRM,1:43.100
11,26,Masten GregoryGRE,Cooper Climax,1:43.200
12,6,Wolfgang von TripsVON,Porsche,1:43.800
13,22,Bruce McLarenMCL,Cooper Climax,1:43.900
14,40,Graham HillHIL,Lotus Climax,1:43.900
15,52,Cliff AllisonALL,Ferrari,1:44.400
16,44,Bruce  Halford HAL,Lotus Climax,1:44.800
