Pos,No,Driver,Car,Time
1,7,Jo BonnierBON,BRM,1:36.000
2,8,Jack BrabhamBRA,Cooper Climax,1:36.000
3,11,Stirling MossMOS,Cooper Climax,1:36.200
4,1,Jean BehraBEH,Ferrari,1:36.600
5,14,Graham HillHIL,Lotus Climax,1:36.700
6,6,Harry SchellSCH,BRM,1:37.300
7,9,Masten GregoryGRE,Cooper Climax,1:37.600
8,2,Tony BrooksBRO,Ferrari,1:37.900
9,12,Innes IrelandIRE,Lotus Climax,1:38.300
10,5,Carroll  Shelby SHE,Aston Martin,1:38.500
11,10,Maurice  TrintignantTRI,Cooper Climax,1:38.700
12,3,Phil HillHIL,Ferrari,1:39.200
13,4,Roy SalvadoriSAL,Aston Martin,1:39.700
14,15,Carel Godin de Beaufort DEB,Porsche,1:44.500
15,16,Cliff AllisonALL,Ferrari,
