Pos,No,Driver,Car,Time
1,12,Jack BrabhamBRA,Cooper Climax,1:58.000
2,12,Roy SalvadoriSAL,Cooper Climax,1:58.000
3,8,Harry SchellSCH,BRM,1:59.200
4,18,Maurice  TrintignantTRI,Cooper Climax,1:59.200
5,14,Masten GregoryGRE,Cooper Climax,1:59.400
6,4,Carroll  Shelby SHE,Aston Martin,1:59.600
7,6,Stirling MossMOS,Cooper Climax,1:59.600
8,16,Bruce McLarenMCL,Cooper Climax,1:59.600
9,28,Graham HillHIL,Lotus Climax,2:00.000
10,10,Jo BonnierBON,BRM,2:00.000
11,42,Ron FlockhartFLO,BRM,2:00.200
12,30,Alan  Stacey STA,Lotus Climax,2:02.800
13,22,Ian Burgess BUR,Maserati,2:03.000
14,36,Brian  Naylor NAY,JBW Maserati,2:03.000
15,38,Jack  FairmanFAI,Cooper Climax,2:04.200
16,48,Chris  Bristow BRI,Cooper Climax,2:04.400
17,20,Tony BrooksBRO,Vanwall,2:04.600
18,46,Ivor  Bueb BUE,Cooper Climax,2:04.800
19,24,Hans  HerrmannHER,Maserati,2:05.600
20,40,Fritz d'OreyD'O,Maserati,2:05.600
21,58,Henry TaylorTAY,Cooper Climax,2:05.600
22,64,David  Piper PIP,Lotus Climax,2:06.000
23,52,Peter  Ashdown ASH,Cooper Climax,2:06.200
24,50,Mike  Taylor TAY,Cooper Climax,2:07.000
