Pos,No,Driver,Car,Time
1,24,Tony BrooksBRO,Ferrari,2:19.400
2,8,Jack BrabhamBRA,Cooper Climax,2:19.700
3,26,Phil HillHIL,Ferrari,2:19.800
4,2,Stirling MossMOS,Cooper Climax,2:19.900
5,30,Jean BehraBEH,Ferrari,2:20.200
6,4,Jo BonnierBON,BRM,2:20.600
7,10,Masten GregoryGRE,Cooper Climax,2:20.800
8,14,Maurice  TrintignantTRI,Cooper Climax,2:21.300
9,6,Harry SchellSCH,BRM,2:21.500
10,12,Bruce McLarenMCL,Cooper Climax,2:21.500
11,22,Olivier  GendebienGEN,Ferrari,2:21.500
12,28,Dan GurneyGUR,Ferrari,2:21.900
13,44,Ron FlockhartFLO,BRM,2:23.400
14,32,Graham HillHIL,Lotus Climax,2:23.700
15,34,Innes IrelandIRE,Lotus Climax,2:24.200
16,16,Roy SalvadoriSAL,Cooper Climax,2:26.400
17,20,Colin  Davis DAV,Maserati,2:32.300
18,38,Fritz d'OreyD'O,Maserati,2:34.000
19,18,Ian Burgess BUR,Maserati,2:35.200
20,42,Carel Godin de Beaufort DEB,Maserati,2:35.400
21,40,Giorgio  Scarlatti SCA,Maserati,2:35.600
