Pos,No,Driver,Car,Time
1,4,Tony BrooksBRO,Ferrari,2:05.900
2,7,Stirling MossMOS,Cooper Climax,2:06.800
3,6,Dan GurneyGUR,Ferrari,2:07.200
4,1,Jack BrabhamBRA,Cooper Climax,2:07.400
5,3,Masten GregoryGRE,Cooper Climax,2:07.500
6,5,Phil HillHIL,Ferrari,2:07.600
7,9,Jo BonnierBON,BRM,2:10.300
8,10,Harry SchellSCH,BRM,2:10.300
9,2,Bruce McLarenMCL,Cooper Climax,2:10.400
10,16,Graham HillHIL,Lotus Climax,2:10.800
11,11,Hans  HerrmannHER,Cooper Climax,2:11.400
12,8,Maurice  TrintignantTRI,Cooper Climax,2:12.700
13,15,Innes IrelandIRE,Lotus Climax,2:14.600
14,17,Cliff AllisonALL,Ferrari,2:05.800
15,18,Ian Burgess BUR,Maserati,2:18.900
