Pos,No,Driver,Car,Time
1,7,Stirling MossMOS,Cooper Climax,3:00.000
2,8,Jack BrabhamBRA,Cooper Climax,3:03.000
3,19,Harry SchellSCH,Cooper Climax,3:05.200
4,2,Tony BrooksBRO,Ferrari,3:05.900
5,6,Maurice  TrintignantTRI,Cooper Climax,3:06.000
6,4,Wolfgang von TripsVON,Ferrari,3:06.200
7,3,Cliff AllisonALL,Ferrari,3:06.800
8,5,Phil HillHIL,Ferrari,3:07.200
9,10,Innes IrelandIRE,Lotus Climax,3:08.200
10,9,Bruce McLarenMCL,Cooper Climax,3:08.600
11,12,Roy SalvadoriSAL,Cooper Climax,3:12.000
12,11,Alan  Stacey STA,Lotus Climax,3:13.800
13,18,Bob  Said SAI,Connaught Alta,3:27.300
14,14,Alessandro de TomasoDET,Cooper OSCA,3:28.000
15,16,George  ConstantineCON,Cooper Climax,3:30.600
16,17,Harry  Blanchard BLA,Porsche,3:32.700
17,15,Fritz d'OreyD'O,Tec-Mec Maserati,3:33.400
18,22,Phil   CadeCAD,Maserati,3:39.000
19,1,Rodger WardWAR,Kurtis Kraft Offenhauser,3:43.800
