Pos,No,Driver,Car,Time
1,3,Johnny ThomsonTHO,Lesovsky Offenhauser,4:06.730
2,44,Eddie  SachsSAC,Kuzma Offenhauser,4:07.550
3,16,Jim RathmannRAT,Watson Offenhauser,4:09.250
4,73,Dick RathmannRAT,Watson Offenhauser,4:09.570
5,48,Bobby  GrimGRI,Kurtis Kraft Offenhauser,4:09.610
6,5,Rodger WardWAR,Kurtis Kraft Offenhauser,4:09.940
7,74,Bob  VeithVEI,Watson Offenhauser,4:09.960
8,19,Eddie JohnsonJOH,Kurtis Kraft Offenhauser,4:10.000
9,88,Gene HartleyHAR,Kuzma Offenhauser,4:10.740
10,9,Don  BransonBRA,Phillips Offenhauser,4:11.200
11,33,Johnny  BoydBOY,Kurtis Kraft Offenhauser,4:12.080
12,37,Duane CarterCAR,Kurtis Kraft Offenhauser,4:12.110
13,66,Jimmy  DaywaltDAY,Kurtis Kraft Offenhauser,4:08.820
14,24,Jack  TurnerTUR,Christensen Offenhauser,4:10.910
15,1,Tony  BettenhausenBET,Epperly Offenhauser,4:12.240
16,99,Paul GoldsmithGOL,Epperly Offenhauser,4:12.330
17,10,Anthony Joseph FoytFOY,Kuzma Offenhauser,4:12.370
18,64,Pat FlahertyFLA,Watson Offenhauser,4:12.810
19,7,Jud  LarsonLAR,Kurtis Kraft Offenhauser,4:12.990
20,6,Jimmy BryanBRY,Epperly Offenhauser,4:13.310
21,71,Chuck  ArnoldARN,Kurtis Kraft Offenhauser,4:13.310
22,8,Len  SuttonSUT,Lesovsky Offenhauser,4:13.330
23,89,Al  HermanHER,Dunn Offenhauser,4:13.630
24,65,Bob  ChristieCHR,Kurtis Kraft Offenhauser,4:11.320
25,15,Don  FreelandFRE,Kurtis Kraft Offenhauser,4:11.650
26,87,Red  AmickAMI,Kurtis Kraft Offenhauser,4:11.880
27,45,Paul RussoRUS,Kurtis Kraft Offenhauser,4:12.840
28,57,Al  KellerKEL,Kuzma Offenhauser,4:13.420
29,47,Chuck  WeyantWEY,Kurtis Kraft Offenhauser,4:13.610
30,53,Bill  CheesbourgCHE,Kuzma Offenhauser,4:13.900
31,77,Mike  MagillMAG,Sutton Offenhauser,4:14.450
32,49,Ray  CrawfordCRA,Elder Offenhauser,4:14.690
33,58,Jim  McWitheyMCW,Kurtis Kraft Offenhauser,4:14.930
