Pos,No,Driver,Car,Time,Gap,Laps
1,7,Nico RosbergROS,Williams Toyota,1:32.521,,17
2,2,Felipe MassaMAS,Ferrari,1:32.726,+0.205s,10
3,10,Mark WebberWEB,Red Bull Renault,1:32.742,+0.221s,16
4,11,Jarno TrulliTRU,Toyota,1:32.901,+0.380s,18
5,9,David CoulthardCOU,Red Bull Renault,1:32.918,+0.397s,14
6,8,Kazuki NakajimaNAK,Williams Toyota,1:33.020,+0.499s,16
7,4,Robert KubicaKUB,Sauber BMW,1:33.024,+0.503s,18
8,6,Nelson PiquetPIQ,Renault,1:33.074,+0.553s,16
9,1,Kimi RäikkönenRAI,Ferrari,1:33.237,+0.716s,10
10,23,Heikki KovalainenKOV,McLaren Mercedes,1:33.367,+0.846s,15
11,14,Sebastien BourdaisBOU,STR Ferrari,1:33.372,+0.851s,17
12,21,Giancarlo FisichellaFIS,Force India Ferrari,1:33.392,+0.871s,20
13,5,Fernando AlonsoALO,Renault,1:33.445,+0.924s,13
14,17,Rubens BarrichelloBAR,Honda,1:33.551,+1.030s,18
15,12,Timo GlockGLO,Toyota,1:33.595,+1.074s,20
16,16,Jenson ButtonBUT,Honda,1:33.600,+1.079s,17
17,15,Sebastian VettelVET,STR Ferrari,1:33.651,+1.130s,14
18,22,Lewis HamiltonHAM,McLaren Mercedes,1:33.659,+1.138s,14
19,20,Adrian SutilSUT,Force India Ferrari,1:33.857,+1.336s,18
20,3,Nick HeidfeldHEI,Sauber BMW,1:34.074,+1.553s,16
21,19,Anthony DavidsonDAV,Super Aguri Honda,1:34.591,+2.070s,18
22,18,Takuma SatoSAT,Super Aguri Honda,1:34.952,+2.431s,16
