Pos,No,Driver,Car,Time,Gap,Laps
1,3,Nick HeidfeldHEI,Sauber BMW,1:21.269,,19
2,9,David CoulthardCOU,Red Bull Renault,1:21.465,+0.196s,16
3,5,Fernando AlonsoALO,Renault,1:21.599,+0.330s,16
4,4,Robert KubicaKUB,Sauber BMW,1:21.717,+0.448s,23
5,11,Jarno TrulliTRU,Toyota,1:21.771,+0.502s,21
6,14,Sebastien BourdaisBOU,STR Ferrari,1:21.942,+0.673s,19
7,6,Nelson PiquetPIQ,Renault,1:21.992,+0.723s,18
8,16,Jenson ButtonBUT,Honda,1:22.060,+0.791s,17
9,2,Felipe MassaMAS,Ferrari,1:22.075,+0.806s,16
10,12,Timo GlockGLO,Toyota,1:22.081,+0.812s,23
11,22,Lewis HamiltonHAM,McLaren Mercedes,1:22.094,+0.825s,15
12,7,Nico RosbergROS,Williams Toyota,1:22.174,+0.905s,19
13,1,Kimi RäikkönenRAI,Ferrari,1:22.176,+0.907s,18
14,8,Kazuki NakajimaNAK,Williams Toyota,1:22.189,+0.920s,16
15,23,Heikki KovalainenKOV,McLaren Mercedes,1:22.220,+0.951s,16
16,15,Sebastian VettelVET,STR Ferrari,1:22.292,+1.023s,20
17,17,Rubens BarrichelloBAR,Honda,1:22.350,+1.081s,17
18,21,Giancarlo FisichellaFIS,Force India Ferrari,1:22.466,+1.197s,22
19,20,Adrian SutilSUT,Force India Ferrari,1:22.689,+1.420s,21
20,18,Takuma SatoSAT,Super Aguri Honda,1:23.726,+2.457s,16
21,19,Anthony DavidsonDAV,Super Aguri Honda,1:23.921,+2.652s,15
22,10,Mark WebberWEB,Red Bull Renault,,,2
