Pos,No,Driver,Car,Time,Gap,Laps
1,7,Nico RosbergROS,Williams Toyota,1:16.555,,16
2,1,Kimi RäikkönenRAI,Ferrari,1:16.589,+0.034s,22
3,22,Lewis HamiltonHAM,McLaren Mercedes,1:16.725,+0.170s,17
4,2,Felipe MassaMAS,Ferrari,1:16.787,+0.232s,19
5,8,Kazuki NakajimaNAK,Williams Toyota,1:16.898,+0.343s,16
6,11,Jarno TrulliTRU,Toyota,1:16.946,+0.391s,20
7,23,Heikki KovalainenKOV,McLaren Mercedes,1:16.952,+0.397s,16
8,6,Nelson PiquetPIQ,Renault,1:17.060,+0.505s,19
9,10,Mark WebberWEB,Red Bull Renault,1:17.062,+0.507s,16
10,15,Sebastian VettelVET,STR Ferrari,1:17.085,+0.530s,16
11,4,Robert KubicaKUB,Sauber BMW,1:17.109,+0.554s,17
12,14,Sebastien BourdaisBOU,STR Ferrari,1:17.282,+0.727s,17
13,9,David CoulthardCOU,Red Bull Renault,1:17.322,+0.767s,20
14,17,Rubens BarrichelloBAR,Honda,1:17.557,+1.002s,19
15,12,Timo GlockGLO,Toyota,1:17.557,+1.002s,20
16,21,Giancarlo FisichellaFIS,Force India Ferrari,1:17.608,+1.053s,24
17,5,Fernando AlonsoALO,Renault,1:17.683,+1.128s,16
18,3,Nick HeidfeldHEI,Sauber BMW,1:17.766,+1.211s,17
19,16,Jenson ButtonBUT,Honda,1:18.178,+1.623s,19
20,20,Adrian SutilSUT,Force India Ferrari,1:18.424,+1.869s,21
