Pos,No,Driver,Car,Time,Gap,Laps
1,10,Mark WebberWEB,Red Bull Renault,1:27.030,,16
2,5,Fernando AlonsoALO,Renault,1:27.172,+0.142s,13
3,9,David CoulthardCOU,Red Bull Renault,1:27.193,+0.163s,15
4,7,Nico RosbergROS,Williams Toyota,1:27.365,+0.335s,16
5,2,Felipe MassaMAS,Ferrari,1:27.530,+0.500s,13
6,11,Jarno TrulliTRU,Toyota,1:27.614,+0.584s,15
7,22,Lewis HamiltonHAM,McLaren Mercedes,1:27.658,+0.628s,18
8,12,Timo GlockGLO,Toyota,1:27.733,+0.703s,22
9,16,Jenson ButtonBUT,Honda,1:27.766,+0.736s,16
10,6,Nelson PiquetPIQ,Renault,1:27.781,+0.751s,14
11,1,Kimi RäikkönenRAI,Ferrari,1:27.837,+0.807s,14
12,23,Heikki KovalainenKOV,McLaren Mercedes,1:27.849,+0.819s,13
13,15,Sebastian VettelVET,STR Ferrari,1:27.899,+0.869s,18
14,17,Rubens BarrichelloBAR,Honda,1:27.946,+0.916s,14
15,14,Sebastien BourdaisBOU,STR Ferrari,1:27.948,+0.918s,17
16,4,Robert KubicaKUB,Sauber BMW,1:27.971,+0.941s,16
17,8,Kazuki NakajimaNAK,Williams Toyota,1:28.301,+1.271s,14
18,21,Giancarlo FisichellaFIS,Force India Ferrari,1:28.573,+1.543s,18
19,3,Nick HeidfeldHEI,Sauber BMW,1:28.655,+1.625s,19
20,20,Adrian SutilSUT,Force India Ferrari,1:29.131,+2.101s,19
