Pos,No,Driver,Car,Time,Gap,Laps
1,3,Nick HeidfeldHEI,Sauber BMW,1:35.019,,18
2,1,Kimi RäikkönenRAI,Ferrari,1:35.262,+0.243s,17
3,2,Felipe MassaMAS,Ferrari,1:35.388,+0.369s,17
4,11,Jarno TrulliTRU,Toyota,1:35.389,+0.370s,20
5,10,Mark WebberWEB,Red Bull Renault,1:35.437,+0.418s,16
6,9,David CoulthardCOU,Red Bull Renault,1:35.653,+0.634s,17
7,6,Nelson PiquetPIQ,Renault,1:35.768,+0.749s,15
8,16,Jenson ButtonBUT,Honda,1:35.781,+0.762s,19
9,15,Sebastian VettelVET,STR Ferrari,1:35.827,+0.808s,16
10,12,Timo GlockGLO,Toyota,1:35.911,+0.892s,21
11,22,Lewis HamiltonHAM,McLaren Mercedes,1:35.927,+0.908s,13
12,5,Fernando AlonsoALO,Renault,1:36.068,+1.049s,14
13,8,Kazuki NakajimaNAK,Williams Toyota,1:36.183,+1.164s,14
14,21,Giancarlo FisichellaFIS,Force India Ferrari,1:36.229,+1.210s,21
15,7,Nico RosbergROS,Williams Toyota,1:36.490,+1.471s,7
16,23,Heikki KovalainenKOV,McLaren Mercedes,1:36.529,+1.510s,16
17,4,Robert KubicaKUB,Sauber BMW,1:36.618,+1.599s,19
18,14,Sebastien BourdaisBOU,STR Ferrari,1:36.668,+1.649s,15
19,18,Takuma SatoSAT,Super Aguri Honda,1:36.908,+1.889s,14
20,20,Adrian SutilSUT,Force India Ferrari,1:36.939,+1.920s,21
21,19,Anthony DavidsonDAV,Super Aguri Honda,1:37.140,+2.121s,12
22,17,Rubens BarrichelloBAR,Honda,1:37.703,+2.684s,6
