Pos,No,Driver,Car,Time,Gap,Laps
1,4,Robert KubicaKUB,Sauber BMW,1:38.754,,15
2,7,Nico RosbergROS,Williams Toyota,1:38.877,+0.123s,18
3,14,Sebastien BourdaisBOU,STR Ferrari,1:39.009,+0.255s,16
4,8,Kazuki NakajimaNAK,Williams Toyota,1:39.270,+0.516s,17
5,2,Felipe MassaMAS,Ferrari,1:39.276,+0.522s,18
6,15,Sebastian VettelVET,STR Ferrari,1:39.300,+0.546s,16
7,22,Lewis HamiltonHAM,McLaren Mercedes,1:39.314,+0.560s,13
8,3,Nick HeidfeldHEI,Sauber BMW,1:39.335,+0.581s,18
9,9,David CoulthardCOU,Red Bull Renault,1:39.421,+0.667s,16
10,6,Nelson PiquetPIQ,Renault,1:39.452,+0.698s,20
11,10,Mark WebberWEB,Red Bull Renault,1:39.597,+0.843s,17
12,16,Jenson ButtonBUT,Honda,1:39.628,+0.874s,10
13,5,Fernando AlonsoALO,Renault,1:39.652,+0.898s,17
14,23,Heikki KovalainenKOV,McLaren Mercedes,1:39.802,+1.048s,14
15,1,Kimi RäikkönenRAI,Ferrari,1:39.810,+1.056s,20
16,12,Timo GlockGLO,Toyota,1:39.919,+1.165s,22
17,20,Adrian SutilSUT,Force India Ferrari,1:40.019,+1.265s,21
18,21,Giancarlo FisichellaFIS,Force India Ferrari,1:40.059,+1.305s,21
19,17,Rubens BarrichelloBAR,Honda,1:40.512,+1.758s,20
20,11,Jarno TrulliTRU,Toyota,,,2
