Pos,No,Driver,Car,Time,Gap,Laps
1,23,Heikki KovalainenKOV,McLaren Mercedes,1:15.621,,18
2,2,Felipe MassaMAS,Ferrari,1:15.693,+0.072s,21
3,22,Lewis HamiltonHAM,McLaren Mercedes,1:15.839,+0.218s,21
4,5,Fernando AlonsoALO,Renault,1:15.943,+0.322s,18
5,15,Sebastian VettelVET,STR Ferrari,1:16.037,+0.416s,24
6,11,Jarno TrulliTRU,Toyota,1:16.133,+0.512s,25
7,6,Nelson PiquetPIQ,Renault,1:16.161,+0.540s,21
8,10,Mark WebberWEB,Red Bull Renault,1:16.196,+0.575s,19
9,1,Kimi RäikkönenRAI,Ferrari,1:16.380,+0.759s,19
10,7,Nico RosbergROS,Williams Toyota,1:16.405,+0.784s,20
11,16,Jenson ButtonBUT,Honda,1:16.447,+0.826s,22
12,9,David CoulthardCOU,Red Bull Renault,1:16.515,+0.894s,19
13,8,Kazuki NakajimaNAK,Williams Toyota,1:16.530,+0.909s,18
14,12,Timo GlockGLO,Toyota,1:16.636,+1.015s,27
15,14,Sebastien BourdaisBOU,STR Ferrari,1:16.808,+1.187s,23
16,3,Nick HeidfeldHEI,Sauber BMW,1:16.906,+1.285s,24
17,20,Adrian SutilSUT,Force India Ferrari,1:16.938,+1.317s,20
18,17,Rubens BarrichelloBAR,Honda,1:17.189,+1.568s,20
19,21,Giancarlo FisichellaFIS,Force India Ferrari,1:17.312,+1.691s,22
20,4,Robert KubicaKUB,Sauber BMW,1:17.469,+1.848s,15
