Pos,No,Driver,Car,Time,Gap,Laps
1,10,Pierre GaslyGAS,AlphaTauri RBPT,1:34.193,,23
2,16,Charles LeclercLEC,Ferrari,1:34.557,+0.364s,22
3,55,Carlos SainzSAI,Ferrari,1:34.611,+0.418s,23
4,63,George RussellRUS,Mercedes,1:34.629,+0.436s,23
5,1,Max VerstappenVER,Red Bull Racing RBPT,1:34.742,+0.549s,22
6,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:34.814,+0.621s,22
7,44,Lewis HamiltonHAM,Mercedes,1:34.943,+0.750s,17
8,14,Fernando AlonsoALO,Alpine Renault,1:35.000,+0.807s,14
9,22,Yuki TsunodaTSU,AlphaTauri RBPT,1:35.028,+0.835s,20
10,11,Sergio PerezPER,Red Bull Racing RBPT,1:35.050,+0.857s,23
11,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,1:35.053,+0.860s,20
12,31,Esteban OconOCO,Alpine Renault,1:35.151,+0.958s,15
13,6,Nicholas LatifiLAT,Williams Mercedes,1:35.644,+1.451s,15
14,27,Nico HulkenbergHUL,Aston Martin Aramco Mercedes,1:35.815,+1.622s,23
15,23,Alexander AlbonALB,Williams Mercedes,1:35.923,+1.730s,17
16,4,Lando NorrisNOR,McLaren Mercedes,1:36.304,+2.111s,22
17,3,Daniel RicciardoRIC,McLaren Mercedes,1:36.402,+2.209s,20
18,47,Mick SchumacherMSC,Haas Ferrari,1:36.536,+2.343s,23
19,20,Kevin MagnussenMAG,Haas Ferrari,1:36.804,+2.611s,21
20,77,Valtteri BottasBOT,Alfa Romeo Ferrari,,,2
