Pos,No,Driver,Car,Time,Gap,Laps
1,16,Charles LeclercLEC,Ferrari,1:22.410,,25
2,55,Carlos SainzSAI,Ferrari,1:22.487,+0.077s,23
3,63,George RussellRUS,Mercedes,1:22.689,+0.279s,27
4,44,Lewis HamiltonHAM,Mercedes,1:22.831,+0.421s,24
5,1,Max VerstappenVER,Red Bull Racing RBPT,1:22.840,+0.430s,27
6,31,Esteban OconOCO,Alpine Renault,1:23.075,+0.665s,28
7,14,Fernando AlonsoALO,Alpine Renault,1:23.099,+0.689s,26
8,22,Yuki TsunodaTSU,AlphaTauri RBPT,1:23.260,+0.850s,26
9,77,Valtteri BottasBOT,Alfa Romeo Ferrari,1:23.394,+0.984s,27
10,3,Daniel RicciardoRIC,McLaren Mercedes,1:23.511,+1.101s,26
11,23,Alexander AlbonALB,Williams Mercedes,1:23.529,+1.119s,24
12,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,1:23.570,+1.160s,28
13,10,Pierre GaslyGAS,AlphaTauri RBPT,1:23.640,+1.230s,27
14,11,Sergio PerezPER,Red Bull Racing RBPT,1:23.661,+1.251s,21
15,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:23.688,+1.278s,28
16,4,Lando NorrisNOR,McLaren Mercedes,1:23.856,+1.446s,27
17,20,Kevin MagnussenMAG,Haas Ferrari,1:24.006,+1.596s,24
18,99,Antonio GiovinazziGIO,Haas Ferrari,1:24.317,+1.907s,25
19,34,Nyck De VriesDEV,Aston Martin Aramco Mercedes,1:24.731,+2.321s,22
20,6,Nicholas LatifiLAT,Williams Mercedes,1:24.941,+2.531s,24
