Pos,No,Driver,Car,Time,Gap,Laps
1,55,Carlos SainzSAI,Ferrari,1:46.538,,16
2,16,Charles LeclercLEC,Ferrari,1:46.607,+0.069s,16
3,1,Max VerstappenVER,Red Bull Racing RBPT,1:46.755,+0.217s,10
4,63,George RussellRUS,Mercedes,1:47.396,+0.858s,13
5,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:47.437,+0.899s,13
6,23,Alexander AlbonALB,Williams Mercedes,1:47.835,+1.297s,15
7,3,Daniel RicciardoRIC,McLaren Mercedes,1:48.081,+1.543s,14
8,22,Yuki TsunodaTSU,AlphaTauri RBPT,1:48.310,+1.772s,17
9,44,Lewis HamiltonHAM,Mercedes,1:48.420,+1.882s,10
10,11,Sergio PerezPER,Red Bull Racing RBPT,1:48.474,+1.936s,13
11,6,Nicholas LatifiLAT,Williams Mercedes,1:48.485,+1.947s,13
12,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,1:48.672,+2.134s,16
13,4,Lando NorrisNOR,McLaren Mercedes,1:49.470,+2.932s,15
14,14,Fernando AlonsoALO,Alpine Renault,1:49.664,+3.126s,17
15,5,Sebastian VettelVET,Aston Martin Aramco Mercedes,1:49.813,+3.275s,12
16,31,Esteban OconOCO,Alpine Renault,1:50.315,+3.777s,5
17,20,Kevin MagnussenMAG,Haas Ferrari,1:50.982,+4.444s,9
18,47,Mick SchumacherMSC,Haas Ferrari,1:51.259,+4.721s,15
19,40,Liam LawsonLAW,AlphaTauri RBPT,1:52.065,+5.527s,14
20,77,Valtteri BottasBOT,Alfa Romeo Ferrari,,,2
