Pos,No,Driver,Car,Time,Gap,Laps
1,1,Max VerstappenVER,Red Bull Racing RBPT,1:06.302,,34
2,16,Charles LeclercLEC,Ferrari,1:06.557,+0.255s,32
3,63,George RussellRUS,Mercedes,1:06.702,+0.400s,32
4,11,Sergio PerezPER,Red Bull Racing RBPT,1:06.839,+0.537s,27
5,44,Lewis HamiltonHAM,Mercedes,1:06.909,+0.607s,31
6,20,Kevin MagnussenMAG,Haas Ferrari,1:06.965,+0.663s,32
7,55,Carlos SainzSAI,Ferrari,1:07.039,+0.737s,29
8,14,Fernando AlonsoALO,Alpine Renault,1:07.100,+0.798s,32
9,47,Mick SchumacherMSC,Haas Ferrari,1:07.246,+0.944s,32
10,22,Yuki TsunodaTSU,AlphaTauri RBPT,1:07.296,+0.994s,33
11,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:07.431,+1.129s,26
12,31,Esteban OconOCO,Alpine Renault,1:07.462,+1.160s,27
13,5,Sebastian VettelVET,Aston Martin Aramco Mercedes,1:07.476,+1.174s,29
14,77,Valtteri BottasBOT,Alfa Romeo Ferrari,1:07.522,+1.220s,27
15,23,Alexander AlbonALB,Williams Mercedes,1:07.582,+1.280s,32
16,10,Pierre GaslyGAS,AlphaTauri RBPT,1:07.592,+1.290s,33
17,3,Daniel RicciardoRIC,McLaren Mercedes,1:07.743,+1.441s,25
18,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,1:07.889,+1.587s,28
19,6,Nicholas LatifiLAT,Williams Mercedes,1:08.149,+1.847s,28
20,4,Lando NorrisNOR,McLaren Mercedes,1:09.915,+3.613s,14
