Pos,No,Driver,Car,Time,Gap,Laps
1,55,Carlos SainzSAI,Ferrari,1:20.707,,25
2,16,Charles LeclercLEC,Ferrari,1:20.753,+0.046s,20
3,11,Sergio PerezPER,Red Bull Racing RBPT,1:20.827,+0.120s,22
4,1,Max VerstappenVER,Red Bull Racing RBPT,1:20.827,+0.120s,22
5,44,Lewis HamiltonHAM,Mercedes,1:20.849,+0.142s,17
6,14,Fernando AlonsoALO,Alpine Renault,1:20.899,+0.192s,26
7,77,Valtteri BottasBOT,Alfa Romeo Ferrari,1:21.083,+0.376s,23
8,4,Lando NorrisNOR,McLaren Mercedes,1:21.120,+0.413s,21
9,10,Pierre GaslyGAS,AlphaTauri RBPT,1:21.310,+0.603s,25
10,5,Sebastian VettelVET,Aston Martin Aramco Mercedes,1:21.525,+0.818s,24
11,3,Daniel RicciardoRIC,McLaren Mercedes,1:21.762,+1.055s,16
12,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,1:21.820,+1.113s,20
13,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:21.865,+1.158s,24
14,47,Mick SchumacherMSC,Haas Ferrari,1:21.952,+1.245s,22
15,6,Nicholas LatifiLAT,Williams Mercedes,1:22.912,+2.205s,20
16,40,Liam LawsonLAW,AlphaTauri RBPT,1:23.861,+3.154s,19
17,45,Logan SargeantSAR,Williams Mercedes,1:24.246,+3.539s,22
18,19,Nyck De VriesDEV,Mercedes,1:24.582,+3.875s,20
19,82,Jack DoohanDOO,Alpine Renault,1:24.615,+3.908s,13
20,51,Pietro FittipaldiFIT,Haas Ferrari,1:26.766,+6.059s,9
