Pos,No,Driver,Car,Time,Gap,Laps
1,55,Carlos SainzSAI,Ferrari,1:36.857,,19
2,1,Max VerstappenVER,Red Bull Racing RBPT,1:37.081,+0.224s,15
3,44,Lewis HamiltonHAM,Mercedes,1:37.332,+0.475s,20
4,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:37.460,+0.603s,23
5,11,Sergio PerezPER,Red Bull Racing RBPT,1:37.515,+0.658s,19
6,14,Fernando AlonsoALO,Alpine Renault,1:37.713,+0.856s,25
7,63,George RussellRUS,Mercedes,1:37.802,+0.945s,23
8,10,Pierre GaslyGAS,AlphaTauri RBPT,1:37.810,+0.953s,24
9,4,Lando NorrisNOR,McLaren Mercedes,1:37.856,+0.999s,23
10,5,Sebastian VettelVET,Aston Martin Aramco Mercedes,1:38.041,+1.184s,25
11,31,Esteban OconOCO,Alpine Renault,1:38.102,+1.245s,24
12,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,1:38.276,+1.419s,21
13,23,Alexander AlbonALB,Williams Mercedes,1:38.422,+1.565s,21
14,22,Yuki TsunodaTSU,AlphaTauri RBPT,1:38.898,+2.041s,23
15,47,Mick SchumacherMSC,Haas Ferrari,1:38.922,+2.065s,20
16,39,Robert ShwartzmanSHW,Ferrari,1:38.951,+2.094s,21
17,28,Alex PalouPAL,McLaren Mercedes,1:39.911,+3.054s,21
18,98,Theo PourchairePOU,Alfa Romeo Ferrari,1:40.175,+3.318s,19
19,45,Logan SargeantSAR,Williams Mercedes,1:40.325,+3.468s,23
20,99,Antonio GiovinazziGIO,Haas Ferrari,1:43.063,+6.206s,4
