Pos,No,Driver,Car,Time,Gap,Laps
1,77,Valtteri BottasBOT,Alfa Romeo Ferrari,1:42.249,,9
2,44,Lewis HamiltonHAM,Mercedes,1:42.781,+0.532s,10
3,55,Carlos SainzSAI,Ferrari,1:42.967,+0.718s,8
4,16,Charles LeclercLEC,Ferrari,1:43.801,+1.552s,7
5,47,Mick SchumacherMSC,Haas Ferrari,1:43.895,+1.646s,3
6,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,1:46.171,+3.922s,4
7,20,Kevin MagnussenMAG,Haas Ferrari,1:48.161,+5.912s,3
8,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:51.243,+8.994s,5
9,22,Yuki TsunodaTSU,AlphaTauri RBPT,1:51.373,+9.124s,5
10,5,Sebastian VettelVET,Aston Martin Aramco Mercedes,1:59.168,+16.919s,5
11,63,George RussellRUS,Mercedes,,,2
12,11,Sergio PerezPER,Red Bull Racing RBPT,,,3
13,31,Esteban OconOCO,Alpine Renault,,,2
14,14,Fernando AlonsoALO,Alpine Renault,,,1
15,23,Alexander AlbonALB,Williams Mercedes,,,1
16,3,Daniel RicciardoRIC,McLaren Mercedes,,,4
17,10,Pierre GaslyGAS,AlphaTauri RBPT,,,3
18,4,Lando NorrisNOR,McLaren Mercedes,,,4
19,6,Nicholas LatifiLAT,Williams Mercedes,,,1
20,1,Max VerstappenVER,Red Bull Racing RBPT,,,3
