Pos,No,Driver,Car,Time,Gap,Laps
1,1,Max VerstappenVER,Red Bull Racing RBPT,1:15.158,,27
2,55,Carlos SainzSAI,Ferrari,1:15.404,+0.246s,34
3,14,Fernando AlonsoALO,Alpine Renault,1:15.531,+0.373s,31
4,11,Sergio PerezPER,Red Bull Racing RBPT,1:15.619,+0.461s,32
5,16,Charles LeclercLEC,Ferrari,1:15.666,+0.508s,30
6,63,George RussellRUS,Mercedes,1:15.822,+0.664s,29
7,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:15.877,+0.719s,32
8,44,Lewis HamiltonHAM,Mercedes,1:15.877,+0.719s,27
9,5,Sebastian VettelVET,Aston Martin Aramco Mercedes,1:16.041,+0.883s,33
10,3,Daniel RicciardoRIC,McLaren Mercedes,1:16.083,+0.925s,29
11,10,Pierre GaslyGAS,AlphaTauri RBPT,1:16.165,+1.007s,29
12,4,Lando NorrisNOR,McLaren Mercedes,1:16.211,+1.053s,17
13,23,Alexander AlbonALB,Williams Mercedes,1:16.308,+1.150s,29
14,22,Yuki TsunodaTSU,AlphaTauri RBPT,1:16.322,+1.164s,33
15,31,Esteban OconOCO,Alpine Renault,1:16.421,+1.263s,26
16,77,Valtteri BottasBOT,Alfa Romeo Ferrari,1:16.426,+1.268s,27
17,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,1:17.152,+1.994s,30
18,47,Mick SchumacherMSC,Haas Ferrari,1:17.223,+2.065s,25
19,6,Nicholas LatifiLAT,Williams Mercedes,1:17.241,+2.083s,33
20,20,Kevin MagnussenMAG,Haas Ferrari,1:17.555,+2.397s,31
