Pos,No,Driver,Car,Time,Gap,Laps
1,2,Mark WebberWEB,Red Bull Racing Renault,1:36.935,,15
2,7,Kimi RäikkönenRAI,Lotus Renault,1:37.003,+0.068s,15
3,1,Sebastian VettelVET,Red Bull Racing Renault,1:37.104,+0.169s,21
4,3,Fernando AlonsoALO,Ferrari,1:37.319,+0.384s,13
5,9,Nico RosbergROS,Mercedes,1:37.588,+0.653s,19
6,15,Adrian SutilSUT,Force India Mercedes,1:37.769,+0.834s,17
7,4,Felipe MassaMAS,Ferrari,1:37.771,+0.836s,15
8,14,Paul di RestaDIR,Force India Mercedes,1:37.773,+0.838s,15
9,10,Lewis HamiltonHAM,Mercedes,1:37.840,+0.905s,18
10,8,Romain GrosjeanGRO,Lotus Renault,1:37.915,+0.980s,17
11,5,Jenson ButtonBUT,McLaren Mercedes,1:38.173,+1.238s,16
12,16,Pastor MaldonadoMAL,Williams Renault,1:38.673,+1.738s,16
13,6,Sergio PerezPER,McLaren Mercedes,1:38.830,+1.895s,17
14,11,Nico HulkenbergHUL,Sauber Ferrari,1:39.054,+2.119s,17
15,12,Esteban Gutierrez GUT,Sauber Ferrari,1:39.204,+2.269s,16
16,17,Valtteri BottasBOT,Williams Renault,1:39.208,+2.273s,19
17,18,Jean-Eric VergneVER,STR Ferrari,1:39.284,+2.349s,17
18,19,Daniel RicciardoRIC,STR Ferrari,1:39.567,+2.632s,16
19,21,Giedo van der GardeVDG,Caterham Renault,1:40.728,+3.793s,17
20,22,Jules BianchiBIA,Marussia Cosworth,1:40.996,+4.061s,14
21,20,Charles PicPIC,Caterham Renault,1:41.163,+4.228s,18
22,23,Max ChiltonCHI,Marussia Cosworth,1:41.513,+4.578s,14
