Pos,No,Driver,Car,Time,Gap,Laps
1,4,Felipe MassaMAS,Ferrari,1:34.487,,11
2,3,Fernando AlonsoALO,Ferrari,1:34.564,+0.077s,19
3,9,Nico RosbergROS,Mercedes,1:34.621,+0.134s,22
4,1,Sebastian VettelVET,Red Bull Racing Renault,1:34.790,+0.303s,20
5,14,Paul di RestaDIR,Force India Mercedes,1:34.949,+0.462s,17
6,5,Jenson ButtonBUT,McLaren Mercedes,1:35.069,+0.582s,22
7,2,Mark WebberWEB,Red Bull Racing Renault,1:35.101,+0.614s,19
8,15,Adrian SutilSUT,Force India Mercedes,1:35.119,+0.632s,19
9,7,Kimi RäikkönenRAI,Lotus Renault,1:35.345,+0.858s,17
10,8,Romain GrosjeanGRO,Lotus Renault,1:35.611,+1.124s,14
11,6,Sergio PerezPER,McLaren Mercedes,1:35.640,+1.153s,23
12,17,Valtteri BottasBOT,Williams Renault,1:35.783,+1.296s,16
13,10,Lewis HamiltonHAM,Mercedes,1:35.792,+1.305s,16
14,18,Jean-Eric VergneVER,STR Ferrari,1:36.014,+1.527s,19
15,19,Daniel RicciardoRIC,STR Ferrari,1:36.485,+1.998s,20
16,16,Pastor MaldonadoMAL,Williams Renault,1:36.498,+2.011s,17
17,11,Nico HulkenbergHUL,Sauber Ferrari,1:36.755,+2.268s,20
18,12,Esteban Gutierrez GUT,Sauber Ferrari,1:37.214,+2.727s,21
19,20,Charles PicPIC,Caterham Renault,1:37.850,+3.363s,20
20,21,Heikki KovalainenKOV,Caterham Renault,1:38.401,+3.914s,20
21,23,Max ChiltonCHI,Marussia Cosworth,1:39.445,+4.958s,12
22,22,Rodolfo Gonzalez GON,Marussia Cosworth,1:40.215,+5.728s,7
