Pos,No,Driver,Car,Time,Gap,Laps
1,19,Daniel RicciardoRIC,STR Ferrari,1:54.249,,10
2,11,Nico HulkenbergHUL,Sauber Ferrari,1:55.033,+0.784s,7
3,16,Pastor MaldonadoMAL,Williams Renault,1:55.354,+1.105s,7
4,10,Lewis HamiltonHAM,Mercedes,1:55.458,+1.209s,5
5,12,Esteban Gutierrez GUT,Sauber Ferrari,1:55.825,+1.576s,9
6,17,Valtteri BottasBOT,Williams Renault,1:56.361,+2.112s,7
7,18,Jean-Eric VergneVER,STR Ferrari,1:57.891,+3.642s,4
8,21,Giedo van der GardeVDG,Caterham Renault,1:58.859,+4.610s,6
9,23,Max ChiltonCHI,Marussia Cosworth,1:59.719,+5.470s,7
10,22,Jules BianchiBIA,Marussia Cosworth,1:59.876,+5.627s,8
11,4,Felipe MassaMAS,Ferrari,2:06.534,+12.285s,6
12,9,Nico RosbergROS,Mercedes,,,3
13,14,Paul di RestaDIR,Force India Mercedes,,,4
14,8,Romain GrosjeanGRO,Lotus Renault,,,1
15,5,Jenson ButtonBUT,McLaren Mercedes,,,1
16,15,Adrian SutilSUT,Force India Mercedes,,,4
17,3,Fernando AlonsoALO,Ferrari,,,4
18,2,Mark WebberWEB,Red Bull Racing Renault,,,1
19,6,Sergio PerezPER,McLaren Mercedes,,,1
20,20,Charles PicPIC,Caterham Renault,,,3
21,1,Sebastian VettelVET,Red Bull Racing Renault,,,4
