Pos,No,Driver,Car,Time,Gap,Laps
1,14,Paul di RestaDIR,Force India Mercedes,1:21.020,,10
2,5,Jenson ButtonBUT,McLaren Mercedes,1:21.108,+0.088s,20
3,8,Romain GrosjeanGRO,Lotus Renault,1:21.258,+0.238s,21
4,3,Fernando AlonsoALO,Ferrari,1:21.308,+0.288s,16
5,7,Kimi RäikkönenRAI,Lotus Renault,1:21.608,+0.588s,22
6,19,Daniel RicciardoRIC,STR Ferrari,1:22.068,+1.048s,18
7,9,Nico RosbergROS,Mercedes,1:22.402,+1.382s,22
8,6,Sergio PerezPER,McLaren Mercedes,1:22.587,+1.567s,17
9,1,Sebastian VettelVET,Red Bull Racing Renault,1:23.047,+2.027s,26
10,2,Mark WebberWEB,Red Bull Racing Renault,1:23.131,+2.111s,16
11,4,Felipe MassaMAS,Ferrari,1:23.341,+2.321s,13
12,17,Valtteri BottasBOT,Williams Renault,1:23.352,+2.332s,17
13,18,Jean-Eric VergneVER,STR Ferrari,1:23.386,+2.366s,19
14,15,Adrian SutilSUT,Force India Mercedes,1:23.417,+2.397s,19
15,12,Esteban Gutierrez GUT,Sauber Ferrari,1:23.957,+2.937s,33
16,10,Lewis HamiltonHAM,Mercedes,1:25.054,+4.034s,21
17,11,Nico HulkenbergHUL,Sauber Ferrari,1:25.354,+4.334s,22
18,21,Giedo van der GardeVDG,Caterham Renault,1:25.753,+4.733s,21
19,23,Max ChiltonCHI,Marussia Cosworth,1:25.821,+4.801s,19
20,20,Alexander RossiRSI,Caterham Renault,1:27.143,+6.123s,20
21,16,Pastor MaldonadoMAL,Williams Renault,1:27.522,+6.502s,11
22,22,Jules BianchiBIA,Marussia Cosworth,1:29.306,+8.286s,8
