Pos,No,Driver,Car,Time,Gap,Laps
1,3,Fernando AlonsoALO,Ferrari,1:55.198,,11
2,14,Paul di RestaDIR,Force India Mercedes,1:55.224,+0.026s,10
3,15,Adrian SutilSUT,Force India Mercedes,1:55.373,+0.175s,11
4,6,Sergio PerezPER,McLaren Mercedes,1:55.518,+0.320s,14
5,9,Nico RosbergROS,Mercedes,1:55.614,+0.416s,10
6,1,Sebastian VettelVET,Red Bull Racing Renault,1:55.636,+0.438s,14
7,12,Esteban Gutierrez GUT,Sauber Ferrari,1:55.954,+0.756s,18
8,11,Nico HulkenbergHUL,Sauber Ferrari,1:56.110,+0.912s,11
9,19,Daniel RicciardoRIC,STR Ferrari,1:56.770,+1.572s,14
10,17,Valtteri BottasBOT,Williams Renault,1:56.858,+1.660s,18
11,4,Felipe MassaMAS,Ferrari,1:56.863,+1.665s,10
12,16,Pastor MaldonadoMAL,Williams Renault,1:57.081,+1.883s,14
13,18,Jean-Eric VergneVER,STR Ferrari,1:57.084,+1.886s,17
14,5,Jenson ButtonBUT,McLaren Mercedes,1:57.281,+2.083s,14
15,10,Lewis HamiltonHAM,Mercedes,1:57.358,+2.160s,10
16,20,Heikki KovalainenKOV,Caterham Renault,1:57.821,+2.623s,16
17,21,Giedo van der GardeVDG,Caterham Renault,1:57.887,+2.689s,16
18,23,Max ChiltonCHI,Marussia Cosworth,1:58.600,+3.402s,14
19,2,Mark WebberWEB,Red Bull Racing Renault,1:58.929,+3.731s,12
20,22,Jules BianchiBIA,Marussia Cosworth,1:59.209,+4.011s,12
21,7,Kimi RäikkönenRAI,Lotus Renault,1:59.441,+4.243s,11
22,8,Romain GrosjeanGRO,Lotus Renault,2:03.176,+7.978s,15
