Pos,No,Driver,Car,Time,Gap,Laps
1,10,Lewis HamiltonHAM,Mercedes,1:39.630,,20
2,1,Sebastian VettelVET,Red Bull Racing Renault,1:39.667,+0.037s,20
3,2,Mark WebberWEB,Red Bull Racing Renault,1:39.816,+0.186s,19
4,9,Nico RosbergROS,Mercedes,1:40.117,+0.487s,20
5,5,Jenson ButtonBUT,McLaren Mercedes,1:40.215,+0.585s,22
6,3,Fernando AlonsoALO,Ferrari,1:40.374,+0.744s,18
7,8,Romain GrosjeanGRO,Lotus Renault,1:40.396,+0.766s,19
8,7,Kimi RäikkönenRAI,Lotus Renault,1:40.677,+1.047s,15
9,6,Sergio PerezPER,McLaren Mercedes,1:40.860,+1.230s,20
10,4,Felipe MassaMAS,Ferrari,1:40.880,+1.250s,13
11,11,Nico HulkenbergHUL,Sauber Ferrari,1:40.899,+1.269s,20
12,15,Adrian SutilSUT,Force India Mercedes,1:41.432,+1.802s,18
13,16,Pastor MaldonadoMAL,Williams Renault,1:41.482,+1.852s,22
14,12,Esteban Gutierrez GUT,Sauber Ferrari,1:41.626,+1.996s,21
15,18,Jean-Eric VergneVER,STR Ferrari,1:41.924,+2.294s,19
16,17,Valtteri BottasBOT,Williams Renault,1:42.002,+2.372s,20
17,19,Daniel RicciardoRIC,STR Ferrari,1:42.043,+2.413s,18
18,14,James CaladoCAL,Force India Mercedes,1:43.008,+3.378s,21
19,20,Charles PicPIC,Caterham Renault,1:43.660,+4.030s,20
20,21,Giedo van der GardeVDG,Caterham Renault,1:43.883,+4.253s,19
21,23,Max ChiltonCHI,Marussia Cosworth,1:44.100,+4.470s,14
22,22,Rodolfo Gonzalez GON,Marussia Cosworth,1:46.810,+7.180s,10
