Pos,No,Driver,Car,Time,Gap,Laps
1,10,Lewis HamiltonHAM,Mercedes,1:34.157,,19
2,9,Nico RosbergROS,Mercedes,1:34.487,+0.330s,19
3,1,Sebastian VettelVET,Red Bull Racing Renault,1:34.768,+0.611s,24
4,2,Mark WebberWEB,Red Bull Racing Renault,1:34.787,+0.630s,20
5,4,Felipe MassaMAS,Ferrari,1:35.126,+0.969s,14
6,3,Fernando AlonsoALO,Ferrari,1:35.154,+0.997s,16
7,8,Romain GrosjeanGRO,Lotus Renault,1:35.179,+1.022s,15
8,7,Kimi RäikkönenRAI,Lotus Renault,1:35.364,+1.207s,17
9,6,Sergio PerezPER,McLaren Mercedes,1:35.450,+1.293s,27
10,19,Daniel RicciardoRIC,STR Ferrari,1:35.635,+1.478s,19
11,5,Jenson ButtonBUT,McLaren Mercedes,1:35.868,+1.711s,22
12,11,Nico HulkenbergHUL,Sauber Ferrari,1:35.900,+1.743s,18
13,18,Jean-Eric VergneVER,STR Ferrari,1:36.066,+1.909s,20
14,15,Adrian SutilSUT,Force India Mercedes,1:36.165,+2.008s,19
15,16,Pastor MaldonadoMAL,Williams Renault,1:36.178,+2.021s,12
16,17,Valtteri BottasBOT,Williams Renault,1:36.340,+2.183s,23
17,14,Paul di RestaDIR,Force India Mercedes,1:36.399,+2.242s,18
18,12,Esteban Gutierrez GUT,Sauber Ferrari,1:36.760,+2.603s,22
19,20,Heikki KovalainenKOV,Caterham Renault,1:37.595,+3.438s,22
20,22,Jules BianchiBIA,Marussia Cosworth,1:37.629,+3.472s,8
21,21,Giedo van der GardeVDG,Caterham Renault,1:38.025,+3.868s,15
22,23,Max ChiltonCHI,Marussia Cosworth,1:38.763,+4.606s,18
