Pos,No,Driver,Car,Time
1,20,Stuart  Lewis-Evans LEW,Vanwall,1:42.400
2,18,Stirling MossMOS,Vanwall,1:42.700
3,22,Tony BrooksBRO,Vanwall,1:42.900
4,2,Juan Manuel FangioFAN,Maserati,1:43.100
5,6,Jean BehraBEH,Maserati,1:43.400
6,4,Harry SchellSCH,Maserati,1:45.100
7,30,Peter CollinsCOL,Lanica Ferrari,1:45.300
8,36,Wolfgang von TripsVON,Lanica Ferrari,1:45.500
9,32,Luigi MussoMUS,Lanica Ferrari,1:45.700
10,34,Mike HawthornHAW,Lanica Ferrari,1:46.100
11,26,Masten GregoryGRE,Maserati,1:48.900
12,8,Giorgio  Scarlatti SCA,Maserati,1:49.200
13,24,Jo BonnierBON,Maserati,1:49.700
14,16,Bruce  Halford HAL,Maserati,1:51.600
15,10,Paco  GodiaGOD,Maserati,1:52.200
16,28,Andre  SimonSIM,Maserati,1:52.800
17,12,Luigi PiottiPIO,Maserati,1:52.900
18,14,Horace  Gould GOU,Maserati,1:53.700
