Pos,No,Driver,Car,Time
1,32,Juan Manuel FangioFAN,Maserati,1:42.700
2,26,Peter CollinsCOL,Lanica Ferrari,1:43.300
3,18,Stirling MossMOS,Vanwall,1:43.600
4,20,Tony BrooksBRO,Vanwall,1:44.400
5,28,Mike HawthornHAW,Lanica Ferrari,1:46.400
6,30,Maurice  TrintignantTRI,Lanica Ferrari,1:46.700
7,36,Carlos MenditeguyMEN,Maserati,1:46.700
8,38,Harry SchellSCH,Maserati,1:47.300
9,24,Wolfgang von TripsVON,Lanica Ferrari,1:47.900
10,2,Masten GregoryGRE,Maserati,1:48.400
11,6,Ron FlockhartFLO,BRM,1:48.600
12,22,Horace  Gould GOU,Maserati,1:48.700
13,10,Stuart  Lewis-Evans LEW,Connaught Alta,1:49.100
14,34,Giorgio  Scarlatti SCA,Maserati,1:49.200
15,14,Jack BrabhamBRA,Cooper Climax,1:49.300
16,12,Ivor  Bueb BUE,Connaught Alta,1:49.400
