Pos,No,Driver,Car,Time
1,18,Stirling MossMOS,Vanwall,2:00.200
2,4,Jean BehraBEH,Maserati,2:00.400
3,20,Tony BrooksBRO,Vanwall,2:00.400
4,2,Juan Manuel FangioFAN,Maserati,2:00.600
5,10,Mike HawthornHAW,Lanica Ferrari,2:01.200
6,22,Stuart  Lewis-Evans LEW,Vanwall,2:01.200
7,6,Harry SchellSCH,Maserati,2:01.400
8,12,Peter CollinsCOL,Lanica Ferrari,2:01.800
9,16,Maurice  TrintignantTRI,Lanica Ferrari,2:03.200
10,14,Luigi MussoMUS,Lanica Ferrari,2:03.400
11,8,Carlos MenditeguyMEN,Maserati,2:05.400
12,26,Les  Leston LES,BRM,2:05.600
13,34,Jack BrabhamBRA,Cooper Climax,2:07.000
15,36,Roy SalvadoriSAL,Cooper Climax,2:07.400
16,24,Jack  FairmanFAI,BRM,2:08.600
17,28,Jo BonnierBON,Maserati,2:12.600
18,38,Bob  GerardGER,Cooper Bristol,2:12.600
19,32,Ivor  Bueb BUE,Maserati,2:15.400
