Pos,No,Driver,Car,Time
1,4,Stirling MossMOS,Maserati,1:42.600
2,2,Juan Manuel FangioFAN,Maserati,1:43.700
3,6,Jean BehraBEH,Maserati,1:44.000
4,14,Eugenio CastellottiCAS,Lanica Ferrari,1:44.200
5,10,Peter CollinsCOL,Lanica Ferrari,1:44.600
6,12,Luigi MussoMUS,Lanica Ferrari,1:44.800
7,16,Mike HawthornHAW,Lanica Ferrari,1:44.800
8,8,Carlos MenditeguyMEN,Maserati,1:45.100
9,22,Harry SchellSCH,Maserati,1:46.400
10,20,Jose Froilan GonzalezGON,Lanica Ferrari,1:46.800
11,18,Cesare PerdisaPER,Lanica Ferrari,1:48.600
12,26,Alessandro de TomasoDET,Maserati,1:56.100
13,24,Jo BonnierBON,Maserati,1:58.200
14,28,Luigi PiottiPIO,Maserati,1:58.200
