Pos,No,Driver,Car,Time
1,1,Juan Manuel FangioFAN,Maserati,9:25.600
2,8,Mike HawthornHAW,Lanica Ferrari,9:28.400
3,2,Jean BehraBEH,Maserati,9:30.500
4,7,Peter CollinsCOL,Lanica Ferrari,9:34.700
5,11,Tony BrooksBRO,Vanwall,9:36.100
6,3,Harry SchellSCH,Maserati,9:39.200
7,10,Stirling MossMOS,Vanwall,9:41.200
8,6,Luigi MussoMUS,Lanica Ferrari,9:43.100
9,12,Stuart  Lewis-Evans LEW,Vanwall,9:45.000
10,16,Masten GregoryGRE,Maserati,9:51.500
11,17,Hans  HerrmannHER,Maserati,10:00.000
12,21,Edgar BarthBAR,Porsche (F2),10:02.200
13,4,Giorgio  Scarlatti SCA,Maserati,10:04.900
14,23,Roy SalvadoriSAL,Cooper Climax,10:06.000
15,20,Umberto  MaglioliMAG,Porsche (F2),10:08.900
16,15,Bruce  Halford HAL,Maserati,10:14.500
17,28,Brian  Naylor NAY,Cooper Climax,10:15.000
18,24,Jack BrabhamBRA,Cooper Climax,10:18.800
19,19,Horace  Gould GOU,Maserati,10:20.800
20,27,Carel Godin de Beaufort DEB,Porsche (F2),10:25.900
21,18,Paco  GodiaGOD,Maserati,10:32.300
22,25,Tony  Marsh MAR,Cooper Climax,10:48.200
23,26,Paul EnglandENG,Cooper Climax,11:08.400
24,29,Dick   GibsonGIB,Cooper Climax,11:46.400
