Pos,No,Driver,Car,Time
1,2,Juan Manuel FangioFAN,Maserati,2:21.500
2,4,Jean BehraBEH,Maserati,2:22.600
3,10,Luigi MussoMUS,Lanica Ferrari,2:22.700
4,6,Harry SchellSCH,Maserati,2:23.200
5,12,Peter CollinsCOL,Lanica Ferrari,2:23.300
6,20,Roy SalvadoriSAL,Vanwall,2:25.100
7,14,Mike HawthornHAW,Lanica Ferrari,2:25.600
8,16,Maurice  TrintignantTRI,Lanica Ferrari,2:25.900
9,8,Carlos MenditeguyMEN,Maserati,2:26.100
10,18,Stuart  Lewis-Evans LEW,Vanwall,2:27.600
11,26,Ron FlockhartFLO,BRM,2:27.800
12,28,Herbert MacKay-FraserMAC,BRM,2:29.900
13,22,Jack BrabhamBRA,Cooper Climax,2:30.900
14,30,Horace  Gould GOU,Maserati,2:35.000
15,24,Mike  MacDowel MAC,Cooper Climax,2:38.900
