Pos,No,Driver,Car,Time,Gap,Laps
1,2,David CoulthardCOU,McLaren Mercedes,1:22.138,,19
2,3,Michael SchumacherMSC,Ferrari,1:22.212,+0.074s,26
3,1,Mika HakkinenHAK,McLaren Mercedes,1:22.257,+0.119s,24
4,8,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,1:22.836,+0.698s,30
5,11,Jean AlesiALE,Sauber Petronas,1:22.917,+0.779s,26
6,22,Jacques VilleneuveVIL,BAR Supertec,1:23.074,+0.936s,15
7,16,Rubens BarrichelloBAR,Stewart Ford,1:23.106,+0.968s,27
8,7,Damon HillHIL,Jordan Mugen Honda,1:23.125,+0.987s,24
9,17,Johnny HerbertHER,Stewart Ford,1:23.136,+0.998s,29
10,23,Mika SaloSAL,BAR Supertec,1:23.196,+1.058s,22
11,6,Ralf SchumacherRSC,Williams Supertec,1:23.208,+1.070s,27
12,12,Pedro DinizDIN,Sauber Petronas,1:23.272,+1.134s,33
13,9,Giancarlo FisichellaFIS,Benetton Playlife,1:23.346,+1.208s,26
14,19,Jarno TrulliTRU,Prost Peugeot,1:23.493,+1.355s,30
15,5,Alessandro ZanardiZAN,Williams Supertec,1:23.574,+1.436s,30
16,10,Alexander WurzWUR,Benetton Playlife,1:23.633,+1.495s,26
17,4,Eddie IrvineIRV,Ferrari,1:23.839,+1.701s,17
18,18,Olivier PanisPAN,Prost Peugeot,1:23.911,+1.773s,28
19,14,Pedro de la RosaDLR,Arrows,1:25.042,+2.904s,31
20,21,Marc GeneGEN,Minardi Ford,1:25.663,+3.525s,29
21,15,Toranosuke TakagiTAK,Arrows,1:25.948,+3.810s,22
22,20,Luca BadoerBAD,Minardi Ford,1:26.535,+4.397s,18
