Pos,No,Driver,Car,Time,Gap,Laps
1,2,David CoulthardCOU,McLaren Mercedes,1:11.801,,39
2,1,Mika HakkinenHAK,McLaren Mercedes,1:11.854,+0.053s,32
3,4,Eddie IrvineIRV,Ferrari,1:11.926,+0.125s,43
4,17,Johnny HerbertHER,Stewart Ford,1:12.139,+0.338s,36
5,9,Giancarlo FisichellaFIS,Benetton Playlife,1:12.679,+0.878s,44
6,8,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,1:12.693,+0.892s,44
7,16,Rubens BarrichelloBAR,Stewart Ford,1:12.745,+0.944s,30
8,6,Ralf SchumacherRSC,Williams Supertec,1:12.801,+1.000s,36
9,3,Mika SaloSAL,Ferrari,1:12.832,+1.031s,41
10,19,Jarno TrulliTRU,Prost Peugeot,1:12.928,+1.127s,40
11,22,Jacques VilleneuveVIL,BAR Supertec,1:12.946,+1.145s,33
12,11,Jean AlesiALE,Sauber Petronas,1:12.966,+1.165s,34
13,10,Alexander WurzWUR,Benetton Playlife,1:13.065,+1.264s,44
14,12,Pedro DinizDIN,Sauber Petronas,1:13.262,+1.461s,40
15,18,Olivier PanisPAN,Prost Peugeot,1:13.270,+1.469s,38
16,23,Ricardo ZontaZON,BAR Supertec,1:13.316,+1.515s,31
17,5,Alessandro ZanardiZAN,Williams Supertec,1:13.326,+1.525s,40
18,7,Damon HillHIL,Jordan Mugen Honda,1:13.350,+1.549s,43
19,20,Luca BadoerBAD,Minardi Ford,1:13.553,+1.752s,23
20,21,Marc GeneGEN,Minardi Ford,1:13.851,+2.050s,40
21,15,Toranosuke TakagiTAK,Arrows,1:13.941,+2.140s,27
22,14,Pedro de la RosaDLR,Arrows,1:14.091,+2.290s,29
